BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,Average MeanDiff,Average VarianceDiff,MaxDiff,MinDiff
1,ResNet50,Ratio,COV,8,0.0237759844,0.0009234607405996531,0.48047,0.0
1,ResNet50,Ratio,COV,16,0.12357999770000001,0.008982154527811675,0.74946,0.0
1,ResNet50,Ratio,IID,2,0.016822624799999998,0.00025152894374580947,0.42772,0.0
1,ResNet50,Ratio,IID,4,0.0200713398,0.00036186218559769234,0.28325,0.0
1,ResNet50,Ratio,IID,8,0.0370412745,0.0014800067895574134,0.44182,0.0
1,ResNet50,Ratio,IID,16,0.1641102126,0.016216318667600142,0.6638499999999999,0.0
1,ResNet50,Ratio,OOD,2,0.09310386379999999,0.014097071365371288,0.60468,0.0
1,ResNet50,Ratio,OOD,4,0.21602988500000003,0.042783111378804736,0.78982,0.0
1,ResNet50,Ratio,OOD,8,0.31411156760000003,0.05618740289632111,0.8722799999999999,0.0
1,ResNet50,Ratio,OOD,16,0.3893204387,0.060533300155770894,0.896,0.0
1,VGG19,Height,ADV,2,0.0325150684,0.00641631600525088,0.63672,0.0
1,VGG19,Height,ADV,4,0.061782296699999996,0.011533407820478594,0.60497,0.0
1,VGG19,Height,ADV,8,0.1716443023,0.03725956690990726,0.9206799999999999,0.0
1,VGG19,Height,ADV,16,0.194879214,0.03327110450375984,0.84359,0.0
1,VGG19,Height,COV,2,0.0116699218,0.00010456978064347924,0.11043000000000003,0.0
1,VGG19,Height,COV,4,0.01476239,0.00037606410498743396,0.1841299999999999,0.0
1,VGG19,Height,COV,8,0.027360086299999996,0.0016738150785047417,0.30338,0.0
1,VGG19,Height,COV,16,0.0459209047,0.003081485836416669,0.42844000000000004,0.0
1,VGG19,Height,IID,2,0.0201334599,0.0034611100612403274,0.5471900000000001,0.0
1,VGG19,Height,IID,4,0.03878497399999999,0.0082904622838708,0.66713,0.0
1,VGG19,Height,IID,8,0.055046408699999994,0.012170387712896514,0.67413,0.0
1,VGG19,Height,IID,16,0.0734498756,0.014707153240188755,0.67154,0.0
1,VGG19,Height,OOD,2,0.0528260234,0.004122308188816127,0.36504,0.0
1,VGG19,Height,OOD,4,0.1176159634,0.013173289927544084,0.6041799999999999,0.0
1,VGG19,Height,OOD,8,0.1886767957,0.026756639166512546,0.72096,0.0
1,VGG19,Height,OOD,16,0.2235606531,0.030171546314792463,0.75672,0.0
1,VGG19,Ratio,ADV,2,0.012629046,0.0001265954735217124,0.15493999999999997,0.0
1,VGG19,Ratio,ADV,4,0.0535659754,0.004713506244148507,0.40654,0.0
1,VGG19,Ratio,ADV,8,0.1116155959,0.01007416105860905,0.77637,0.0
1,VGG19,Ratio,ADV,16,0.2743790573,0.030813161967487523,0.8852199999999999,9.99999999995449e-06
1,VGG19,Ratio,COV,2,0.010399441200000002,8.797914884053018e-05,0.31026,0.0
1,VGG19,Ratio,COV,4,0.0105870154,9.498776540657829e-05,0.31264000000000003,0.0
1,VGG19,Ratio,COV,8,0.0117966857,0.0002626674931850579,0.43609000000000003,0.0
1,VGG19,Ratio,COV,16,0.0720335319,0.005374087316443355,0.77011,0.0
1,VGG19,Ratio,IID,2,0.0107629751,7.087505603909538e-05,0.25121000000000004,0.0
1,VGG19,Ratio,IID,4,0.0115213624,0.00014405744076483328,0.2764,0.0
1,VGG19,Ratio,IID,8,0.021270709899999997,0.0006119885933739278,0.45022999999999996,0.0
1,VGG19,Ratio,IID,16,0.14339321700000002,0.014638731280153847,0.5729299999999999,0.0
1,VGG19,Ratio,OOD,2,0.0600507296,0.006864405976144806,0.52809,0.0
1,VGG19,Ratio,OOD,4,0.2134201645,0.04470131718595592,0.81236,0.0
1,VGG19,Ratio,OOD,8,0.3217820584,0.06325229020867887,0.88676,0.0
1,VGG19,Ratio,OOD,16,0.3856498426,0.06185303602679759,0.9034599999999999,0.0
2,ResNet50,Height,ADV,2,0.0596311083,0.012981342647630772,0.842,0.0
2,ResNet50,Height,ADV,4,0.1089407107,0.020278278634564648,0.8952600000000001,0.0
2,ResNet50,Height,ADV,8,0.1959223505,0.036245369002161534,1.31268,0.0
2,ResNet50,Height,ADV,16,0.2331531516,0.04201249744575066,1.33808,0.0
2,ResNet50,Height,COV,2,0.0240646963,0.0007859384123079941,0.33730000000000004,0.0
2,ResNet50,Height,COV,4,0.0328857295,0.001858939911733216,0.35747000000000007,0.0
2,ResNet50,Height,COV,8,0.05892574049999999,0.0058393366542225655,0.5015000000000001,0.0
2,ResNet50,Height,COV,16,0.0992680396,0.01012200617560811,0.6414,9.99999999995449e-06
2,ResNet50,Height,IID,2,0.0391635531,0.006557017087936835,0.8206600000000001,0.0
2,ResNet50,Height,IID,4,0.06908011859999999,0.015704975900757166,0.82855,0.0
2,ResNet50,Height,IID,8,0.1061706553,0.021618745368971116,1.07714,0.0
2,ResNet50,Height,IID,16,0.1320444987,0.025685024076360762,1.27078,0.0
2,ResNet50,Height,OOD,2,0.087416857,0.007907402247080236,0.6332300000000001,0.0
2,ResNet50,Height,OOD,4,0.1671395407,0.017472451498517956,0.75873,0.0
2,ResNet50,Height,OOD,8,0.22591341539999998,0.028351561661082658,0.78148,0.0
2,ResNet50,Height,OOD,16,0.25298465810000004,0.03350929718580705,0.8548100000000001,0.0
2,ResNet50,Ratio,ADV,2,0.020812483299999997,0.0004571247961344934,0.38174,0.0
2,ResNet50,Ratio,ADV,4,0.0970079214,0.010771381833959644,0.6781,0.0
2,ResNet50,Ratio,ADV,8,0.1684520458,0.018098955557385672,1.16236,0.0
2,ResNet50,Ratio,ADV,16,0.3072852685,0.032780798534770256,0.89523,1.0000000000065512e-05
2,ResNet50,Ratio,COV,2,0.0173132675,0.00033475636918785647,0.48774,0.0
2,ResNet50,Ratio,COV,4,0.0184015872,0.0005718230531922982,0.78785,0.0
2,ResNet50,Ratio,COV,8,0.0267324832,0.0013843279779431612,0.76064,0.0
2,ResNet50,Ratio,COV,16,0.1309478694,0.00992992683296597,0.8094199999999999,0.0
2,ResNet50,Ratio,IID,2,0.0166586761,0.0003437353551836925,0.42335,0.0
2,ResNet50,Ratio,IID,4,0.0185583898,0.0005768919056160268,0.54678,0.0
2,ResNet50,Ratio,IID,8,0.039984252399999996,0.002345249572784259,0.69269,0.0
2,ResNet50,Ratio,IID,16,0.1751936552,0.01823167210947515,0.70998,0.0
2,ResNet50,Ratio,OOD,2,0.0997527929,0.01848119999989672,0.68457,0.0
2,ResNet50,Ratio,OOD,4,0.2496840299,0.05760991953307737,0.83929,0.0
2,ResNet50,Ratio,OOD,8,0.3267281711,0.06018498561398511,0.88594,0.0
2,ResNet50,Ratio,OOD,16,0.389461498,0.05928293669775815,0.89819,0.0
2,VGG19,Height,ADV,2,0.043949806,0.011164666662170208,0.79756,0.0
2,VGG19,Height,ADV,4,0.0950096456,0.028611701113071947,0.84812,0.0
2,VGG19,Height,ADV,8,0.25160208829999997,0.06605083440053525,1.14562,0.0
2,VGG19,Height,ADV,16,0.27465802359999997,0.061388384892311645,1.0182799999999999,0.0
2,VGG19,Height,COV,2,0.0115716289,0.00023474944621704083,0.19193000000000005,0.0
2,VGG19,Height,COV,4,0.0220009314,0.0011621653459226722,0.37365000000000004,0.0
2,VGG19,Height,COV,8,0.0347206165,0.0031108639334768234,0.4082,0.0
2,VGG19,Height,COV,16,0.0690479684,0.00803422062313926,0.5955999999999999,0.0
2,VGG19,Height,IID,2,0.028613677799999997,0.005727697299587946,0.64003,0.0
2,VGG19,Height,IID,4,0.0587275428,0.01810197958090865,0.85219,0.0
2,VGG19,Height,IID,8,0.08121695,0.023051177993639413,0.82901,0.0
2,VGG19,Height,IID,16,0.1131914131,0.033581965205424086,0.8998700000000001,0.0
2,VGG19,Height,OOD,2,0.0493334941,0.0030511006577694016,0.34103,0.0
2,VGG19,Height,OOD,4,0.13258767700000001,0.01335279515008576,0.58735,0.0
2,VGG19,Height,OOD,8,0.18507304689999998,0.02283415283139565,0.74367,0.0
2,VGG19,Height,OOD,16,0.26004290939999997,0.033780010264842,0.98454,1.0000000000065512e-05
2,VGG19,Ratio,ADV,2,0.0102053161,0.00011298963150687877,0.24083,0.0
2,VGG19,Ratio,ADV,4,0.0426088855,0.003174026070808738,0.43531,0.0
2,VGG19,Ratio,ADV,8,0.11516434210000001,0.012474294228630662,0.85742,0.0
2,VGG19,Ratio,ADV,16,0.2850242562,0.03318161499933205,0.89133,0.0
2,VGG19,Ratio,COV,2,0.0108505247,0.00015461179772808926,0.40352,0.0
2,VGG19,Ratio,COV,4,0.0114471296,0.0002503402051488092,0.5179100000000001,0.0
2,VGG19,Ratio,COV,8,0.0156801094,0.0007501131793813256,0.74199,0.0
2,VGG19,Ratio,COV,16,0.0954333279,0.008373491105950566,0.84405,0.0
2,VGG19,Ratio,IID,2,0.0093993725,0.00015539821364383773,0.41133000000000003,0.0
2,VGG19,Ratio,IID,4,0.0109014239,0.00016807401271780195,0.32645,0.0
2,VGG19,Ratio,IID,8,0.021341955699999998,0.0007152122665476606,0.56443,0.0
2,VGG19,Ratio,IID,16,0.13232425679999998,0.012756685489087455,0.53009,0.0
2,VGG19,Ratio,OOD,2,0.0752365756,0.01184674133835242,0.57523,0.0
2,VGG19,Ratio,OOD,4,0.25436476910000005,0.0639721068150668,0.88266,0.0
2,VGG19,Ratio,OOD,8,0.3229303308,0.0681392076547405,0.91301,0.0
2,VGG19,Ratio,OOD,16,0.38231892070000006,0.06334924014436362,0.9140199999999999,0.0
3,ResNet50,Height,ADV,2,0.0612998634,0.012141343779905837,0.76347,0.0
3,ResNet50,Height,ADV,4,0.1208898074,0.026428695392916545,1.10469,0.0
3,ResNet50,Height,ADV,8,0.2433347995,0.04874514849206947,1.50015,0.0
3,ResNet50,Height,ADV,16,0.2714892531,0.05183815567525435,1.2427,1.0000000000010001e-05
3,ResNet50,Height,COV,2,0.024589777400000002,0.000645751530435358,0.26115,0.0
3,ResNet50,Height,COV,4,0.0371168745,0.0028833205638120326,0.5686,0.0
3,ResNet50,Height,COV,8,0.06979609009999999,0.00909501065297524,0.61707,0.0
3,ResNet50,Height,COV,16,0.1421670486,0.019867142156994255,0.7963199999999999,0.0
3,ResNet50,Height,IID,2,0.042778436999999996,0.0066568297590473,0.72983,0.0
3,ResNet50,Height,IID,4,0.0743059536,0.01607783487738126,0.92335,0.0
3,ResNet50,Height,IID,8,0.1118315575,0.025080070680333032,1.26048,0.0
3,ResNet50,Height,IID,16,0.15658689539999998,0.03570903344277654,1.15293,0.0
3,ResNet50,Height,OOD,2,0.08329314189999999,0.007839698338996122,0.55914,0.0
3,ResNet50,Height,OOD,4,0.172445383,0.023135995538490335,0.7709,0.0
3,ResNet50,Height,OOD,8,0.22015724539999998,0.03058217534304334,0.82948,0.0
3,ResNet50,Height,OOD,16,0.24954555540000004,0.03254145030093806,0.83511,0.0
3,ResNet50,Ratio,ADV,2,0.022693949499999998,0.0003913407965026361,0.37149000000000004,0.0
3,ResNet50,Ratio,ADV,4,0.0889113834,0.00777670922656027,0.6246200000000001,0.0
3,ResNet50,Ratio,ADV,8,0.193996478,0.020181943074663544,0.78655,0.0
3,ResNet50,Ratio,ADV,16,0.2963313596,0.031287083576585405,0.89815,0.0
3,ResNet50,Ratio,COV,2,0.0207884016,0.00042758809160873114,0.44189,0.0
3,ResNet50,Ratio,COV,4,0.021938953,0.0005179661437453764,0.50556,0.0
3,ResNet50,Ratio,COV,8,0.0282108654,0.0012353625494457509,0.6557200000000001,0.0
3,ResNet50,Ratio,COV,16,0.16699503480000003,0.015306720213137809,0.9956,0.0
3,ResNet50,Ratio,IID,2,0.0205704701,0.0003923683630479161,0.50778,0.0
3,ResNet50,Ratio,IID,4,0.0206169591,0.0004408182775623343,0.38905,0.0
3,ResNet50,Ratio,IID,8,0.0367066722,0.0016599548357392635,0.56108,0.0
3,ResNet50,Ratio,IID,16,0.1643389132,0.016763871888535547,0.70523,0.0
3,ResNet50,Ratio,OOD,2,0.10009676199999999,0.017198423302037358,0.68241,0.0
3,ResNet50,Ratio,OOD,4,0.24903546240000002,0.057400432975886574,0.87752,0.0
3,ResNet50,Ratio,OOD,8,0.3230639265,0.06228336563172673,0.90235,0.0
3,ResNet50,Ratio,OOD,16,0.3889874759,0.06060528944799232,0.89964,0.0
3,VGG19,Height,ADV,2,0.0327451773,0.00592456794825948,0.60107,0.0
3,VGG19,Height,ADV,4,0.0800338345,0.017435181426503424,0.72496,0.0
3,VGG19,Height,ADV,8,0.2280974412,0.05074427496076549,1.01551,0.0
3,VGG19,Height,ADV,16,0.2847723036,0.05658883929405756,1.06837,0.0
3,VGG19,Height,COV,2,0.014455396899999997,0.00019214054923355963,0.19972999999999996,0.0
3,VGG19,Height,COV,4,0.019671203399999997,0.0006516199262583545,0.23134999999999994,0.0
3,VGG19,Height,COV,8,0.0346909297,0.002668196175581917,0.33977999999999997,0.0
3,VGG19,Height,COV,16,0.0751523549,0.0072308562187223,0.43404,0.0
3,VGG19,Height,IID,2,0.025544622899999998,0.0035003844971026516,0.5304500000000001,0.0
3,VGG19,Height,IID,4,0.0452796009,0.00977261586255159,0.6675599999999999,0.0
3,VGG19,Height,IID,8,0.078814436,0.019275061919653495,0.7598400000000001,0.0
3,VGG19,Height,IID,16,0.1276692473,0.03178792561207154,0.90985,0.0
3,VGG19,Height,OOD,2,0.0533426402,0.004359805258365337,0.42211000000000004,0.0
3,VGG19,Height,OOD,4,0.1381581101,0.017059995034123074,0.68133,0.0
3,VGG19,Height,OOD,8,0.2063382979,0.028432546456373463,0.7626000000000001,0.0
3,VGG19,Height,OOD,16,0.2674920047,0.03484699497231024,0.84854,0.0
3,VGG19,Ratio,ADV,2,0.0142550817,0.00014816053675086404,0.22748999999999997,0.0
3,VGG19,Ratio,ADV,4,0.0387673368,0.002572318419729499,0.33275999999999994,0.0
3,VGG19,Ratio,ADV,8,0.1106039601,0.011169651055155893,0.85677,0.0
3,VGG19,Ratio,ADV,16,0.25789822659999995,0.031074916045678247,0.89822,0.0
3,VGG19,Ratio,COV,2,0.0099378361,9.22930802377774e-05,0.24402000000000001,0.0
3,VGG19,Ratio,COV,4,0.009982720599999998,0.00013446536301463773,0.24040000000000006,0.0
3,VGG19,Ratio,COV,8,0.0158566794,0.0004622571224671042,0.43470000000000003,0.0
3,VGG19,Ratio,COV,16,0.1187586241,0.008665537194392536,0.9053199999999999,0.0
3,VGG19,Ratio,IID,2,0.011896783999999999,0.00012044435901293322,0.26647,0.0
3,VGG19,Ratio,IID,4,0.014579635400000002,0.00019654762699046488,0.23924,0.0
3,VGG19,Ratio,IID,8,0.019707996499999998,0.0006104899934585734,0.5037799999999999,0.0
3,VGG19,Ratio,IID,16,0.0928967829,0.007321749799515801,0.54508,0.0
3,VGG19,Ratio,OOD,2,0.0819011889,0.014480075728894032,0.66536,0.0
3,VGG19,Ratio,OOD,4,0.25122142599999997,0.06302290741694916,0.88357,0.0
3,VGG19,Ratio,OOD,8,0.32736543020000003,0.06752808868316518,0.89525,0.0
3,VGG19,Ratio,OOD,16,0.386442272,0.06236327095592229,0.90844,0.0
4,ResNet50,Height,ADV,2,0.0561715847,0.011885964848624008,0.86194,0.0
4,ResNet50,Height,ADV,4,0.116810891,0.026872553900075813,1.00416,0.0
4,ResNet50,Height,ADV,8,0.22110712240000002,0.04642012818416928,1.2059,0.0
4,ResNet50,Height,ADV,16,0.2636138617,0.04939880828504188,1.19096,0.0
4,ResNet50,Height,COV,2,0.0236378249,0.0006360421502892727,0.32057,0.0
4,ResNet50,Height,COV,4,0.031750243299999995,0.0017584095733462347,0.3901,0.0
4,ResNet50,Height,COV,8,0.0527071167,0.0043811407804841785,0.45923,0.0
4,ResNet50,Height,COV,16,0.10482147180000001,0.009654222810397288,0.62385,0.0
4,ResNet50,Height,IID,2,0.0390469165,0.006769281871755057,0.8135,0.0
4,ResNet50,Height,IID,4,0.0700982396,0.017166456427122872,1.50163,0.0
4,ResNet50,Height,IID,8,0.1018262351,0.023273794726339843,1.01809,0.0
4,ResNet50,Height,IID,16,0.1402165288,0.03213269605274363,1.0889,0.0
4,ResNet50,Height,OOD,2,0.060680814099999994,0.004456790184049431,0.74248,0.0
4,ResNet50,Height,OOD,4,0.1565178784,0.01728377317633467,0.67981,0.0
4,ResNet50,Height,OOD,8,0.195116732,0.028050319842318962,0.8172900000000001,0.0
4,ResNet50,Height,OOD,16,0.23575021089999998,0.02872084474037463,0.84602,0.0
4,ResNet50,Ratio,ADV,2,0.027337655400000004,0.0009284485573290488,0.49959000000000003,0.0
4,ResNet50,Ratio,ADV,4,0.0817284512,0.008376390523754903,0.69721,0.0
4,ResNet50,Ratio,ADV,8,0.1687740556,0.016387504883918495,0.93521,0.0
4,ResNet50,Ratio,ADV,16,0.300156881,0.032518911041342274,0.89394,1.999999999990898e-05
4,ResNet50,Ratio,COV,2,0.019073469200000002,0.0004923069333917626,0.71845,0.0
4,ResNet50,Ratio,COV,4,0.021354033799999998,0.0005780500304950819,0.51265,0.0
4,ResNet50,Ratio,COV,8,0.025795760300000005,0.0011866355716987625,0.7037100000000001,0.0
4,ResNet50,Ratio,COV,16,0.12078285960000001,0.01025296561373255,0.80009,0.0
4,ResNet50,Ratio,IID,2,0.0199055189,0.0004961516932963604,0.7267,0.0
4,ResNet50,Ratio,IID,4,0.0218427325,0.000622268536845452,0.36256,0.0
4,ResNet50,Ratio,IID,8,0.0414554381,0.002641720920644329,0.62676,0.0
4,ResNet50,Ratio,IID,16,0.16867355709999998,0.017126230349387334,0.78982,0.0
4,ResNet50,Ratio,OOD,2,0.09750651460000001,0.015921634918913897,0.66054,0.0
4,ResNet50,Ratio,OOD,4,0.2756630183,0.06661574617931734,0.90082,0.0
4,ResNet50,Ratio,OOD,8,0.3450855123,0.0686048433312337,0.90799,0.0
4,ResNet50,Ratio,OOD,16,0.38917384050000003,0.06236019571728826,0.91047,0.0
4,VGG19,Height,ADV,2,0.0476328938,0.011010304226916299,0.84783,0.0
4,VGG19,Height,ADV,4,0.10678638649999998,0.027513453604105793,0.92403,0.0
4,VGG19,Height,ADV,8,0.25609638690000003,0.06757748221180697,1.16323,0.0
4,VGG19,Height,ADV,16,0.3359603737,0.07667757844465684,1.5130599999999998,0.0
4,VGG19,Height,COV,2,0.015417525499999998,0.00043383530795757023,0.41247,0.0
4,VGG19,Height,COV,4,0.021743879799999997,0.001331998550429713,0.3305499999999999,0.0
4,VGG19,Height,COV,8,0.0560061672,0.007455226908796017,0.5664,0.0
4,VGG19,Height,COV,16,0.09898348669999998,0.01278083000518967,0.68093,0.0
4,VGG19,Height,IID,2,0.029877549000000003,0.005289060117535248,0.67675,0.0
4,VGG19,Height,IID,4,0.0607914085,0.01680647405186419,0.83749,0.0
4,VGG19,Height,IID,8,0.09328512800000001,0.027624359125359745,0.97614,0.0
4,VGG19,Height,IID,16,0.1381003816,0.036415386536854694,0.9443199999999999,0.0
4,VGG19,Height,OOD,2,0.0458472997,0.002628620447258872,0.35058,0.0
4,VGG19,Height,OOD,4,0.1296380231,0.012579146179267872,0.5572999999999999,0.0
4,VGG19,Height,OOD,8,0.1830746467,0.01946650806243127,0.6129100000000001,0.0
4,VGG19,Height,OOD,16,0.2249559258,0.02398752209154989,0.78924,0.0
4,VGG19,Ratio,ADV,2,0.014021128999999998,0.0002243057469288841,0.31888000000000005,0.0
4,VGG19,Ratio,ADV,4,0.0512714019,0.006900093345231598,0.79514,0.0
4,VGG19,Ratio,ADV,8,0.1212179189,0.013156699896652252,0.87102,0.0
4,VGG19,Ratio,ADV,16,0.25952378600000003,0.030220025756200447,0.8953,9.99999999995449e-06
4,VGG19,Ratio,COV,2,0.0114324819,0.0002187185105938498,0.48714,0.0
4,VGG19,Ratio,COV,4,0.0116725174,0.00024065430650112627,0.45976,0.0
4,VGG19,Ratio,COV,8,0.0159985232,0.000642714931989397,0.6773100000000001,0.0
4,VGG19,Ratio,COV,16,0.10644272529999999,0.0091875574367285,0.8825999999999999,0.0
4,VGG19,Ratio,IID,2,0.0109760518,0.00020843230727872188,0.45481,0.0
4,VGG19,Ratio,IID,4,0.0134926808,0.00030217088801846534,0.39175000000000004,0.0
4,VGG19,Ratio,IID,8,0.0290514897,0.001725021606397347,0.6081,0.0
4,VGG19,Ratio,IID,16,0.1198084059,0.010919131463299677,0.62939,0.0
4,VGG19,Ratio,OOD,2,0.0730579575,0.00958796336405838,0.5520700000000001,0.0
4,VGG19,Ratio,OOD,4,0.2466879213,0.059032237209559024,0.87678,0.0
4,VGG19,Ratio,OOD,8,0.32520983040000007,0.06805148933640155,0.91622,0.0
4,VGG19,Ratio,OOD,16,0.3816072349,0.06252128357866378,0.91805,0.0
5,ResNet50,Height,ADV,2,0.0611346933,0.01158673644016026,0.85992,0.0
5,ResNet50,Height,ADV,4,0.117670533,0.022120775613962786,1.5334400000000001,0.0
5,ResNet50,Height,ADV,8,0.24655518319999997,0.04492205739914299,1.01365,0.0
5,ResNet50,Height,ADV,16,0.3039394348,0.04742554119940769,1.23462,0.0
5,ResNet50,Height,COV,2,0.0263608482,0.0011211082824230203,0.33231,0.0
5,ResNet50,Height,COV,4,0.0357746063,0.0024465422468745272,0.43096,0.0
5,ResNet50,Height,COV,8,0.0633574038,0.006981152015065768,0.6890000000000001,0.0
5,ResNet50,Height,COV,16,0.11889695019999999,0.01279967089132206,0.70071,0.0
5,ResNet50,Height,IID,2,0.0441765343,0.007559268472746275,0.7198100000000001,0.0
5,ResNet50,Height,IID,4,0.06871571829999999,0.013690494241575249,0.73071,0.0
5,ResNet50,Height,IID,8,0.109749223,0.022594323755432966,0.79135,0.0
5,ResNet50,Height,IID,16,0.15998806019999998,0.029731867725355403,0.88371,0.0
5,ResNet50,Height,OOD,2,0.1379526772,0.02622528503751565,0.92558,0.0
5,ResNet50,Height,OOD,4,0.2637719279,0.050366824790472456,1.23502,0.0
5,ResNet50,Height,OOD,8,0.2845559257,0.04894882627532119,1.0272299999999999,0.0
5,ResNet50,Height,OOD,16,0.29847635229999997,0.0371279894797702,0.76249,9.99999999995449e-06
5,ResNet50,Ratio,ADV,2,0.028820342899999997,0.0009723059144352536,0.43875000000000003,0.0
5,ResNet50,Ratio,ADV,4,0.1111057878,0.012329708442235823,0.73214,0.0
5,ResNet50,Ratio,ADV,8,0.167730727,0.01698161029977426,0.8930400000000001,0.0
5,ResNet50,Ratio,ADV,16,0.23566381509999998,0.024173872442859918,0.81084,0.0
5,ResNet50,Ratio,COV,2,0.0224447822,0.0006366316181879043,0.5533,0.0
5,ResNet50,Ratio,COV,4,0.023618536099999997,0.0008818921503208545,0.57145,0.0
5,ResNet50,Ratio,COV,8,0.0333972879,0.002061938384569527,0.66877,0.0
5,ResNet50,Ratio,COV,16,0.1338429995,0.01225537298711812,0.69713,0.0
5,ResNet50,Ratio,IID,2,0.0230309725,0.0006900912636281873,0.6008,0.0
5,ResNet50,Ratio,IID,4,0.0283374697,0.00127462433506544,1.31866,0.0
5,ResNet50,Ratio,IID,8,0.05445698759999999,0.0035505458793947593,1.35473,0.0
5,ResNet50,Ratio,IID,16,0.15691583809999998,0.014348038171512773,0.67538,0.0
5,ResNet50,Ratio,OOD,2,0.0982555275,0.01448570965280759,0.63306,0.0
5,ResNet50,Ratio,OOD,4,0.2419403972,0.05029716088573977,0.81033,0.0
5,ResNet50,Ratio,OOD,8,0.32863489809999996,0.05827865891362612,0.85654,0.0
5,ResNet50,Ratio,OOD,16,0.3880633401,0.05967492785735473,0.88478,0.0
5,VGG19,Height,ADV,2,0.052959767000000005,0.012785328657211843,0.77146,0.0
5,VGG19,Height,ADV,4,0.0968225786,0.02283012685693758,0.9137,0.0
5,VGG19,Height,ADV,8,0.2017530339,0.04454567076123088,0.8935299999999999,0.0
5,VGG19,Height,ADV,16,0.26159575620000003,0.046899793578644315,0.91655,0.0
5,VGG19,Height,COV,2,0.0191155234,0.0006742327310156451,0.2944,0.0
5,VGG19,Height,COV,4,0.0299958784,0.002529455620175086,0.44503999999999994,0.0
5,VGG19,Height,COV,8,0.0523883978,0.0058747247539172095,0.54896,0.0
5,VGG19,Height,COV,16,0.0976901569,0.014143924793913295,0.6597500000000001,0.0
5,VGG19,Height,IID,2,0.030275109,0.005319159771431658,0.67344,0.0
5,VGG19,Height,IID,4,0.0642797614,0.017015246264637605,0.77804,0.0
5,VGG19,Height,IID,8,0.0887181809,0.021262843294181634,0.8304400000000001,0.0
5,VGG19,Height,IID,16,0.1366917941,0.029957439225289068,0.81507,0.0
5,VGG19,Height,OOD,2,0.096946922,0.013857769643014276,0.63489,0.0
5,VGG19,Height,OOD,4,0.21319696640000002,0.03623507781143655,0.85286,0.0
5,VGG19,Height,OOD,8,0.2435590918,0.03303398857617698,0.67415,0.0
5,VGG19,Height,OOD,16,0.2968125707,0.03899676621227681,0.7120299999999999,0.0
5,VGG19,Ratio,ADV,2,0.0161882363,0.00039655959013790094,0.3509,0.0
5,VGG19,Ratio,ADV,4,0.0737194139,0.007531926009339554,0.7982400000000001,0.0
5,VGG19,Ratio,ADV,8,0.12312569259999999,0.012772576923353434,0.82952,0.0
5,VGG19,Ratio,ADV,16,0.216507262,0.023959973549668445,0.82472,0.0
5,VGG19,Ratio,COV,2,0.012210751799999999,0.0003465037845242578,0.5516000000000001,0.0
5,VGG19,Ratio,COV,4,0.013963714700000001,0.00039451615307831763,0.54216,0.0
5,VGG19,Ratio,COV,8,0.0206327021,0.001212030257114831,0.6484300000000001,0.0
5,VGG19,Ratio,COV,16,0.117338032,0.01121143276469137,0.6749400000000001,0.0
5,VGG19,Ratio,IID,2,0.0137305235,0.00028758632187452545,0.48260000000000003,0.0
5,VGG19,Ratio,IID,4,0.0172618711,0.0005459205470374437,0.43637000000000004,0.0
