BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,RunIndex,MeanDiff,VarianceDiff,TotalRows
3,ResNet50,Ratio,COV,8,4,-0.013903797000000002,0.0027192079854420617,20000
5,ResNet50,Ratio,ADV,16,1,-0.08901389950000001,0.05025640697437745,20000
4,ResNet50,Ratio,IID,4,2,0.007701034999999998,0.0013988010960235772,20000
3,ResNet50,Ratio,OOD,4,1,-0.25895320699999996,0.05959969140797514,20000
4,VGG19,Ratio,COV,2,0,0.0012394435000000008,0.0003867802566681436,20000
2,ResNet50,Ratio,ADV,8,2,0.16090797650000002,0.02958332095975857,20000
1,ResNet50,Height,ADV,2,0,-0.025019222499999997,0.003713975312156104,20000
2,VGG19,Ratio,OOD,2,4,-0.13547992,0.01869276081708428,20000
1,ResNet50,Ratio,OOD,8,4,-0.39430975949999997,0.06173568532164323,20000
3,VGG19,Height,COV,8,3,-0.0103522805,0.0038556367523519294,20000
2,VGG19,Height,IID,8,0,-0.011255847999999997,0.0038401799422780394,20000
1,ResNet50,Ratio,COV,4,1,0.003771978499999999,0.0005321607555283125,20000
1,VGG19,Height,ADV,16,2,-0.109091644,0.03411655743247914,20000
4,ResNet50,Ratio,IID,2,4,-0.005546273500000001,0.0010740231493756593,20000
4,ResNet50,Height,IID,16,2,-0.15877549400000002,0.068848850907941,20000
1,ResNet50,Ratio,ADV,16,0,0.5342961015000001,0.058228640426018004,20000
2,ResNet50,Ratio,OOD,16,4,-0.5012910715,0.0693153792890811,20000
5,VGG19,Ratio,IID,8,1,0.005566893499999999,0.002227592537781526,20000
4,VGG19,Ratio,OOD,8,3,-0.3234487345,0.0616492534943581,20000
5,VGG19,Height,ADV,4,1,-0.0838726975,0.03281197831334395,20000
3,VGG19,Ratio,IID,4,0,-0.004783822,0.00042810579845223843,20000
3,VGG19,Height,OOD,2,0,0.019981323500000002,0.004085220003663546,20000
5,ResNet50,Height,ADV,2,1,0.0003616114999999994,0.009060208472991783,20000
3,ResNet50,Height,ADV,8,0,-0.13349779750000001,0.037731455109189294,20000
2,VGG19,Ratio,OOD,4,2,-0.20907595149999997,0.06912938272336044,20000
1,VGG19,Height,COV,8,4,0.008083439999999997,0.0015770862354981899,20000
1,VGG19,Ratio,COV,16,1,-0.004792262500000001,0.007450936052938749,20000
5,VGG19,Height,ADV,16,4,0.07896042149999999,0.10179863211015341,20000
1,VGG19,Height,OOD,4,1,0.122346597,0.021025178393719247,20000
1,ResNet50,Height,ADV,16,2,-0.22045281649999998,0.05309931326673602,20000
1,ResNet50,Height,IID,2,2,-0.051070841500000005,0.015004048948364357,20000
2,ResNet50,Height,COV,4,1,0.014908450499999998,0.0027102707576319453,20000
4,ResNet50,Height,COV,16,3,0.033705869,0.021951715552652643,20000
2,VGG19,Height,ADV,8,2,-0.267677137,0.08864703162780516,20000
2,ResNet50,Height,OOD,8,4,0.158550751,0.06142692095917418,20000
3,VGG19,Ratio,ADV,2,4,-0.0053460880000000014,0.0004280791027713917,20000
1,VGG19,Ratio,COV,2,1,-0.008392265000000001,0.0003010203371566306,20000
4,VGG19,Height,IID,16,4,-0.008675767500000002,0.015081334444883212,20000
4,ResNet50,Ratio,ADV,4,0,0.16178533900000003,0.024921481488139264,20000
1,VGG19,Ratio,IID,16,0,-0.0406086775,0.028552232821906946,20000
2,ResNet50,Ratio,IID,8,0,-0.0034771609999999994,0.0024743445488975132,20000
5,ResNet50,Ratio,OOD,8,3,-0.3177907765,0.046847450833993734,20000
1,VGG19,Ratio,IID,16,2,0.2010153445,0.03134884736522947,20000
5,ResNet50,Ratio,COV,4,4,-0.016230828,0.0015255188046346493,20000
5,ResNet50,Ratio,OOD,8,1,-0.3332838075,0.058684410335074405,20000
2,ResNet50,Ratio,IID,8,2,0.007727472499999997,0.0018322674628298873,20000
4,VGG19,Height,COV,2,4,-0.0039020075000000018,0.0005056048411269981,20000
4,ResNet50,Ratio,ADV,4,2,0.0869672775,0.013579932699657973,20000
1,VGG19,Ratio,COV,2,3,0.003829703499999998,0.00010084292543336065,20000
2,ResNet50,Height,COV,4,3,-0.0015634285000000001,0.003923659244132587,20000
1,ResNet50,Height,IID,2,0,-0.0002411039999999986,0.0006618186628443215,20000
1,ResNet50,Height,ADV,16,0,-0.0438936815,0.013017019825952804,20000
2,VGG19,Height,ADV,8,0,-0.1020890545,0.04400690853497756,20000
4,ResNet50,Height,COV,16,1,0.0252378865,0.019304609114183753,20000
3,ResNet50,Height,IID,16,4,-0.029321664500000004,0.033888055392974424,20000
1,VGG19,Height,OOD,4,3,0.0971828495,0.0128161893307419,20000
1,VGG19,Ratio,COV,16,3,-0.0010626410000000026,0.009472931670428696,20000
5,ResNet50,Height,ADV,2,3,-0.00530579,0.00538598773760282,20000
3,VGG19,Height,OOD,2,2,0.0012652614999999984,0.0049769333072769515,20000
3,VGG19,Ratio,IID,4,2,-0.0006962955000000024,0.0006496556501941878,20000
2,VGG19,Ratio,OOD,4,0,-0.1689209465,0.04827510855733716,20000
3,ResNet50,Height,ADV,8,2,-0.298623657,0.09703287985420893,20000
1,ResNet50,Height,ADV,4,4,-0.012023074500000001,0.012664808969360883,20000
5,VGG19,Ratio,IID,8,3,0.018797271999999997,0.0021507659648662488,20000
4,VGG19,Ratio,COV,4,4,-0.0015831755000000024,0.0005305110233523651,20000
3,VGG19,Height,COV,16,4,-0.0010530775000000023,0.011619984205254221,20000
5,VGG19,Height,ADV,4,3,-0.068683304,0.013126169144630826,20000
4,VGG19,Ratio,OOD,8,1,-0.32683796,0.06708980327488226,20000
4,ResNet50,Height,IID,16,0,0.052954224,0.016991131983077046,20000
1,ResNet50,Ratio,ADV,16,2,0.1525103615,0.03342896517635309,20000
1,VGG19,Height,ADV,16,0,-0.071689318,0.02340570532773138,20000
3,VGG19,Height,COV,8,1,0.005992608999999999,0.004952647845355393,20000
1,ResNet50,Height,ADV,2,2,-0.0856156785,0.027635194360957682,20000
3,VGG19,Ratio,COV,16,4,-0.028920972000000007,0.028208149734851844,20000
3,VGG19,Height,OOD,4,4,0.14977658100000002,0.04303699858927973,20000
3,VGG19,Ratio,IID,2,4,-0.014858459500000004,0.0004630942741455683,20000
1,ResNet50,Ratio,COV,4,3,-0.004915532000000002,0.0006776570835511501,20000
2,VGG19,Height,IID,8,2,-0.14490653,0.05934925494417622,20000
2,ResNet50,Ratio,ADV,8,0,0.182445082,0.0329748993297698,20000
4,VGG19,Ratio,COV,2,2,0.0031986269999999977,0.0004831937002398881,20000
4,ResNet50,Ratio,IID,16,0,-0.047242948,0.0357638391526869,20000
3,ResNet50,Ratio,OOD,4,3,-0.242026755,0.056769671137276656,20000
4,ResNet50,Ratio,IID,4,0,0.0101190345,0.0010283352420949196,20000
5,ResNet50,Ratio,ADV,16,3,-0.379853832,0.04659146189576066,20000
4,VGG19,Height,COV,4,2,-0.0129199745,0.002721414876068126,20000
5,VGG19,Ratio,ADV,8,1,0.050093719499999995,0.009532193976069138,20000
5,ResNet50,Height,OOD,16,1,0.2490847385,0.08017763776122985,20000
5,ResNet50,Ratio,COV,2,2,-0.002174062500000002,0.0014346322218621974,20000
5,VGG19,Height,IID,4,1,-0.09853376300000001,0.04107359070468518,20000
4,ResNet50,Ratio,ADV,2,4,-0.010272260000000004,0.0012710557023875133,20000
1,VGG19,Ratio,OOD,8,0,-0.248672345,0.05474292974510828,20000
3,VGG19,Ratio,ADV,4,0,0.060248619499999996,0.009149842457012091,20000
5,ResNet50,Height,IID,2,1,-0.0017306645000000004,0.00737271377362216,20000
4,ResNet50,Height,COV,8,4,0.0209692625,0.004449275548768533,20000
4,ResNet50,Ratio,COV,16,1,0.0248944095,0.023314656671644774,20000
3,ResNet50,Height,IID,8,0,-0.019482103999999997,0.008957022043375323,20000
4,ResNet50,Height,OOD,4,1,0.0876183425,0.03574970375778546,20000
2,ResNet50,Height,OOD,16,4,0.202131045,0.06328507740498883,20000
2,ResNet50,Height,COV,2,4,-0.0006334795000000018,0.0011095856833822483,20000
4,ResNet50,Height,OOD,4,0,0.038085058500000005,0.04342125713534337,20000
3,ResNet50,Height,IID,8,1,-0.10549292699999999,0.04680924083491478,20000
4,ResNet50,Ratio,COV,16,0,-0.0077974915,0.0179390075684109,20000
5,ResNet50,Height,IID,2,0,-0.0014470169999999988,0.001719740971600299,20000
3,VGG19,Ratio,ADV,4,1,0.003644749999999999,0.0006459643878969002,20000
1,VGG19,Ratio,OOD,8,1,-0.317816855,0.060435194093073685,20000
1,VGG19,Ratio,COV,4,4,-0.009783230500000002,0.000171072395548646,20000
3,VGG19,Ratio,IID,16,4,0.017316915,0.007018508832174407,20000
5,ResNet50,Ratio,COV,2,3,-0.005182078500000004,0.0007897131814939102,20000
5,ResNet50,Height,OOD,16,0,0.20471394399999998,0.07248940599538498,20000
5,VGG19,Height,IID,4,0,-0.014411554000000002,0.002141202011325652,20000
5,VGG19,Ratio,ADV,8,0,0.1579216835,0.029172392283635117,20000
4,VGG19,Height,COV,4,3,-0.008332329000000001,0.001440065690790307,20000
4,ResNet50,Ratio,IID,4,1,0.001431979499999999,0.0010552890294380558,20000
3,ResNet50,Ratio,OOD,4,2,-0.20695323399999999,0.06339216421029166,20000
5,ResNet50,Ratio,ADV,16,2,0.07851627349999998,0.03224071567745203,20000
4,ResNet50,Ratio,IID,16,1,0.023405666000000002,0.04021453733542333,20000
2,ResNet50,Ratio,ADV,8,1,0.07446864049999999,0.01370783917247542,20000
4,VGG19,Ratio,COV,2,3,-0.0008944905000000023,0.00026333040530067566,20000
5,VGG19,Height,ADV,2,4,-0.010104849,0.0022971671168730327,20000
5,ResNet50,Height,ADV,4,4,0.005425686499999998,0.02139270683873059,20000
2,VGG19,Height,IID,8,3,-0.0227146485,0.006157663866279762,20000
1,ResNet50,Ratio,COV,4,2,0.003063879499999998,0.0006047021961442853,20000
3,VGG19,Height,COV,8,0,0.0017759715000000014,0.0026247863794651802,20000
1,ResNet50,Height,ADV,2,3,-0.0163298935,0.001633008751671231,20000
1,VGG19,Height,OOD,2,4,0.082294532,0.007066310679804956,20000
1,VGG19,Height,ADV,16,1,-0.197101818,0.07512317404529707,20000
1,ResNet50,Ratio,ADV,16,3,-0.38693942000000003,0.04772356733569101,20000
4,ResNet50,Height,IID,16,1,-0.091081849,0.05036488978295037,20000
3,ResNet50,Ratio,OOD,2,4,-0.174585968,0.028944603106558085,20000
4,VGG19,Ratio,OOD,8,0,-0.2545834765,0.06025071191583439,20000
5,VGG19,Height,ADV,4,2,-0.161692055,0.06876270617574566,20000
5,VGG19,Ratio,IID,8,2,-0.0005618310000000021,0.0015175814109079943,20000
3,ResNet50,Height,ADV,8,3,-0.3333440055,0.05971692843629266,20000
2,VGG19,Ratio,OOD,4,1,-0.26528574,0.06395735213447927,20000
3,VGG19,Ratio,IID,4,3,0.006141804999999998,0.00014404456219008332,20000
3,VGG19,Height,OOD,2,3,0.018334735999999997,0.0032522031692587675,20000
5,ResNet50,Height,ADV,2,2,-0.120182,0.04385798116808853,20000
1,ResNet50,Ratio,COV,2,4,-0.0036832165000000023,0.0006784215272854902,20000
2,VGG19,Ratio,COV,8,4,-0.009444937500000002,0.0008382864684395217,20000
5,VGG19,Ratio,ADV,16,4,-0.13697182650000003,0.02973735605975205,20000
1,VGG19,Ratio,COV,16,2,0.016313793499999996,0.012646782333510928,20000
1,VGG19,Height,OOD,4,2,0.034306791499999996,0.009207152398370406,20000
2,VGG19,Height,ADV,16,4,-0.151445654,0.08526591810409762,20000
4,ResNet50,Height,COV,16,0,0.018319321000000003,0.01957814222703023,20000
2,VGG19,Height,ADV,8,1,-0.2976626705,0.12261097943659481,20000
2,ResNet50,Height,COV,4,2,-0.019188784,0.0036117278898958266,20000
1,ResNet50,Height,ADV,16,1,-0.17973799399999998,0.063832051561864,20000
1,ResNet50,Height,IID,2,1,-0.0060847600000000016,0.0025635453667607476,20000
1,VGG19,Ratio,COV,2,2,-0.008905871500000002,0.00017039358010949377,20000
3,VGG19,Height,IID,16,4,-0.004229196000000002,0.017348517632165134,20000
4,ResNet50,Ratio,ADV,4,3,0.036528676499999996,0.007332502559501268,20000
2,ResNet50,Ratio,IID,8,3,0.04780685299999999,0.0055178208679097784,20000
5,ResNet50,Ratio,OOD,8,0,-0.2534450155,0.0511856710219007,20000
3,ResNet50,Height,COV,16,4,-0.025185316500000002,0.04144689083772154,20000
1,VGG19,Ratio,IID,16,3,0.14342735499999998,0.017197230842906152,20000
3,VGG19,Height,ADV,2,4,-0.0035216830000000016,0.0004315183728961554,20000
3,ResNet50,Height,COV,4,1,-0.006326016500000002,0.0021373331642149562,20000
1,ResNet50,Ratio,COV,16,2,0.042340603,0.022789747307861985,20000
1,ResNet50,Height,IID,16,1,-0.06625005,0.020612671232229166,20000
3,ResNet50,Height,OOD,8,4,0.0959253025,0.06554914789975344,20000
1,ResNet50,Height,OOD,4,2,0.10067549099999999,0.021700903640581155,20000
3,VGG19,Height,ADV,16,4,-0.022136702,0.07620721874127037,20000
1,VGG19,Ratio,IID,8,4,0.00022898799999999757,0.0005858554498183473,20000
3,ResNet50,Ratio,ADV,2,3,0.003736451999999997,0.0009267606929063391,20000
5,VGG19,Height,COV,8,0,-0.019115221499999998,0.009001829259793866,20000
4,VGG19,Height,IID,8,3,-0.020313268500000002,0.005902142344359148,20000
1,VGG19,Ratio,ADV,16,3,-0.374966929,0.05073191395956688,20000
4,ResNet50,Ratio,COV,8,1,-0.0029710125000000013,0.0019596677663281424,20000
1,ResNet50,Height,COV,16,0,-0.028418163499999996,0.014064412318578226,20000
1,ResNet50,Ratio,IID,16,3,0.167327079,0.017850570710473242,20000
4,ResNet50,Ratio,OOD,4,4,-0.398336039,0.07689585795528787,20000
4,ResNet50,Height,ADV,16,1,-0.21302249350000002,0.08822744048538135,20000
5,VGG19,Ratio,COV,2,4,-0.004074772000000002,0.0005126019600260137,20000
3,ResNet50,Ratio,OOD,16,4,-0.500241098,0.07021360302294583,20000
2,VGG19,Ratio,IID,2,2,-0.000416375000000002,0.00034978696094742487,20000
1,ResNet50,Ratio,IID,8,2,0.0037358334999999976,0.0010164958314468515,20000
2,VGG19,Height,COV,4,3,0.0073825555,0.0018209704757982145,20000
4,ResNet50,Height,ADV,2,1,0.0061262059999999995,0.005840757587954912,20000
3,VGG19,Height,IID,4,0,-0.006002829999999999,0.00047361390008610277,20000
2,ResNet50,Height,ADV,8,0,-0.0940610995,0.03792250264759863,20000
3,VGG19,Ratio,OOD,2,0,-0.03644868749999999,0.004390333813242989,20000
5,VGG19,Ratio,IID,16,4,0.035182024,0.01290066012719969,20000
1,VGG19,Height,IID,2,1,0.008785791499999999,0.0005060303771123823,20000
2,VGG19,Height,IID,16,4,0.02312649,0.009147302670543488,20000
3,ResNet50,Ratio,IID,2,1,-0.0020298185000000002,0.0007076146326836862,20000
4,ResNet50,Ratio,OOD,2,2,-0.0676932545,0.01378191291063869,20000
5,ResNet50,Ratio,IID,16,2,0.10318389500000001,0.026486299124155115,20000
4,ResNet50,Ratio,ADV,16,1,-0.087381726,0.050767845603931355,20000
5,VGG19,Ratio,COV,4,2,-0.006942944500000003,0.0012038018194859062,20000
4,VGG19,Height,ADV,8,1,-0.302810212,0.1161756414327869,20000
3,VGG19,Ratio,COV,8,3,0.0037639204999999976,0.0003199278730883346,20000
2,VGG19,Ratio,IID,4,4,0.005197723999999998,0.0002609448920844269,20000
1,VGG19,Height,IID,16,1,-0.0526139635,0.013212037333802383,20000
4,ResNet50,Height,IID,2,3,-0.005561667,0.000924050923337283,20000
1,ResNet50,Height,OOD,2,4,0.095375818,0.01463728157431957,20000
1,ResNet50,Ratio,ADV,8,0,0.196506499,0.0365562163729415,20000
2,VGG19,Ratio,ADV,2,0,0.0037910625,0.00015486803036761113,20000
5,ResNet50,Ratio,COV,16,3,0.020312755999999994,0.022492908019505372,20000
2,ResNet50,Height,IID,8,2,-0.1433059645,0.06577164035911783,20000
5,ResNet50,Height,OOD,4,3,0.14647206200000001,0.040238802052340754,20000
3,VGG19,Height,ADV,4,2,-0.13636924749999998,0.04818282716087688,20000
1,VGG19,Height,ADV,2,3,-0.007241404,0.000488442559976784,20000
3,VGG19,Ratio,ADV,16,4,-0.132400127,0.028192962474267884,20000
2,ResNet50,Ratio,COV,4,3,0.0012839124999999977,0.0007185155447345784,20000
1,VGG19,Height,COV,16,0,0.0185962205,0.005086187004480611,20000
5,VGG19,Height,OOD,2,3,0.039781088,0.0037354391139719557,20000
5,ResNet50,Ratio,IID,8,4,0.000964779499999998,0.011473272566689723,20000
1,VGG19,Height,COV,16,1,0.012973899,0.005249094743314975,20000
2,ResNet50,Ratio,COV,4,2,0.0009700074999999975,0.0014337866800689502,20000
5,VGG19,Height,OOD,2,2,0.044245267,0.010290142576687587,20000
3,ResNet50,Ratio,ADV,4,4,-0.004182795000000001,0.002587467473451648,20000
1,VGG19,Height,ADV,2,2,-0.08599779249999999,0.03042866916970062,20000
3,VGG19,Height,ADV,4,3,-0.042549089500000005,0.012225081135592836,20000
5,ResNet50,Height,OOD,4,2,0.11398120700000001,0.05599329713031991,20000
2,ResNet50,Height,IID,8,3,-0.0209828325,0.010361455652624616,20000
5,ResNet50,Ratio,COV,16,2,-0.028212711999999997,0.04310616067354846,20000
2,VGG19,Ratio,ADV,2,1,0.00043662449999999923,0.00017475840567128176,20000
1,ResNet50,Ratio,ADV,8,1,0.07217691400000001,0.015731330927802933,20000
4,ResNet50,Height,IID,2,2,-0.07105103300000001,0.032733578014823544,20000
1,VGG19,Height,IID,16,0,-0.005103596999999998,0.0043759406137522825,20000
3,VGG19,Ratio,COV,8,2,-0.0075258365000000025,0.0005803272073306305,20000
2,VGG19,Height,COV,2,4,-0.0008422875000000021,0.0003322524339340429,20000
4,VGG19,Height,ADV,8,0,-0.1018071175,0.04987798140117645,20000
5,VGG19,Ratio,COV,4,3,0.0018999019999999963,0.00038705236043841965,20000
4,VGG19,Ratio,IID,8,4,0.010486091499999997,0.0027075517181045384,20000
4,ResNet50,Ratio,ADV,16,0,0.5385312689999999,0.057942720591479126,20000
4,ResNet50,Ratio,OOD,2,3,-0.06744377100000001,0.011303028398699514,20000
3,ResNet50,Ratio,IID,2,0,0.0019988320000000007,0.0006947945052910527,20000
5,ResNet50,Ratio,IID,16,3,0.187856509,0.022222742118628857,20000
3,ResNet50,Height,ADV,16,4,0.077142091,0.0735415333590454,20000
1,VGG19,Height,IID,2,0,5.792150000000143e-05,0.00012346733804174026,20000
3,VGG19,Ratio,OOD,2,1,-0.0850701215,0.01954540330671558,20000
2,ResNet50,Height,ADV,8,1,-0.143484975,0.053544839134715916,20000
3,VGG19,Height,IID,4,1,-0.086025618,0.033533529243620255,20000
4,ResNet50,Height,ADV,2,0,-0.015416416499999997,0.0050806067244097315,20000
2,VGG19,Height,COV,4,2,0.011789567499999999,0.002987412815598734,20000
1,ResNet50,Ratio,IID,8,3,0.0451269885,0.002944431962613992,20000
2,VGG19,Ratio,IID,2,3,0.0005679599999999975,0.0003519252085688264,20000
4,ResNet50,Height,ADV,16,0,-0.0761522115,0.04492358983545611,20000
1,ResNet50,Ratio,IID,16,2,0.22391200200000003,0.04556710485856488,20000
1,ResNet50,Height,COV,16,1,-0.053410123,0.020660061284419183,20000
4,ResNet50,Ratio,COV,8,0,0.006634520500000001,0.0012726755708486286,20000
1,VGG19,Ratio,ADV,16,2,0.09427867549999999,0.014683943057203512,20000
4,VGG19,Height,IID,8,2,-0.1791012515,0.0797184976417612,20000
2,ResNet50,Ratio,COV,2,4,-0.009614769,0.0009871790069369856,20000
5,VGG19,Ratio,COV,16,4,-0.143978557,0.027501696414128453,20000
5,VGG19,Height,OOD,4,4,0.19155747850000002,0.058371138232589145,20000
5,VGG19,Height,COV,8,1,-0.028445057000000003,0.013048285666390028,20000
2,VGG19,Height,COV,16,4,0.013584839499999998,0.0064241514799782285,20000
3,ResNet50,Ratio,ADV,2,2,0.007076633499999997,0.0007790151294081514,20000
1,VGG19,Height,ADV,4,4,-0.017595233,0.0064673737847150276,20000
1,ResNet50,Height,OOD,4,3,0.08713839899999999,0.02049410627685056,20000
1,ResNet50,Height,IID,16,0,-0.032833376000000004,0.0069466782703661535,20000
4,ResNet50,Height,IID,4,4,0.006445556999999997,0.003642007602379857,20000
1,ResNet50,Ratio,COV,16,3,0.0553121715,0.020473531105104817,20000
5,ResNet50,Height,OOD,2,4,0.215917161,0.04784776294641749,20000
3,ResNet50,Height,COV,4,0,0.0015511935000000019,0.0010761873370274029,20000
1,ResNet50,Ratio,COV,16,1,0.059935776499999996,0.02695705924404917,20000
1,ResNet50,Height,IID,16,2,-0.1113756725,0.041480901876201695,20000
1,ResNet50,Height,OOD,4,1,0.140739477,0.03014355131124222,20000
1,ResNet50,Height,COV,8,4,-0.030130617000000002,0.008580452121675323,20000
3,ResNet50,Height,COV,4,2,-0.0100688945,0.0029202331172187243,20000
4,VGG19,Height,ADV,16,4,-0.10645413600000002,0.07600256927667753,20000
3,ResNet50,Ratio,ADV,2,0,0.0160118385,0.000919763370903466,20000
4,VGG19,Ratio,ADV,8,4,-0.1181274985,0.01645853760875792,20000
4,VGG19,Height,IID,8,0,-0.017018049499999997,0.006278841075554329,20000
1,VGG19,Ratio,ADV,16,0,0.5291987140000001,0.05808617364186837,20000
5,VGG19,Height,COV,8,3,-0.008731218500000002,0.006527818043952491,20000
3,ResNet50,Ratio,IID,4,4,-0.0011039990000000026,0.0012091190224691286,20000
4,ResNet50,Height,ADV,16,2,-0.28133053799999996,0.0850890801851194,20000
4,ResNet50,Ratio,COV,8,2,-0.005463579000000001,0.0021883545284771848,20000
1,ResNet50,Height,COV,16,3,0.002400845,0.008624748948223375,20000
1,ResNet50,Ratio,IID,16,0,-0.0417463525,0.031958318119366926,20000
5,ResNet50,Ratio,ADV,8,4,-0.1310567795,0.03266526523266478,20000
2,ResNet50,Height,ADV,8,3,-0.23649821349999997,0.04487517603875551,20000
3,VGG19,Height,IID,4,3,-0.015825746000000005,0.003032019629144938,20000
3,VGG19,Ratio,OOD,2,3,-0.061784351,0.012414642282462824,20000
2,VGG19,Ratio,IID,2,1,-0.0015796955000000007,0.00021727910618758923,20000
1,ResNet50,Ratio,IID,8,1,0.0003506449999999988,0.004411313260127005,20000
2,VGG19,Height,COV,4,0,-0.0005107359999999984,0.0007063601284447228,20000
4,ResNet50,Height,ADV,2,2,-0.12288805499999998,0.0522699476290782,20000
5,VGG19,Height,IID,16,4,0.0202171145,0.018228585235440485,20000
1,VGG19,Height,IID,2,2,-0.0515987555,0.01723265543401791,20000
4,ResNet50,Ratio,ADV,16,2,0.13325905600000001,0.03268953432612528,20000
5,ResNet50,Ratio,IID,16,1,0.06489747500000001,0.031838340980393454,20000
3,ResNet50,Ratio,IID,2,2,0.0007364629999999979,0.0009626103927892691,20000
4,ResNet50,Ratio,OOD,2,1,-0.097552812,0.020727047786981936,20000
5,VGG19,Ratio,COV,4,1,0.00030886149999999904,0.00029351255385651166,20000
4,VGG19,Height,ADV,8,2,-0.30831246,0.09608919420202891,20000
5,VGG19,Ratio,OOD,8,4,-0.384886684,0.06264154308821852,20000
4,ResNet50,Height,ADV,4,4,-0.008576437000000003,0.02488508429569979,20000
3,VGG19,Ratio,COV,8,0,0.0053913285000000005,0.0005422087039252858,20000
1,VGG19,Height,IID,16,2,-0.109871208,0.04008194250645579,20000
1,VGG19,Height,IID,4,4,0.008515615499999999,0.0010830421522587683,20000
3,ResNet50,Height,COV,2,4,-0.006885252500000003,0.0010678080722098528,20000
5,ResNet50,Ratio,COV,16,0,-0.005490047,0.017539395492402396,20000
5,ResNet50,Height,OOD,4,0,0.25816469550000004,0.07065409066224987,20000
3,VGG19,Height,ADV,4,1,-0.052965034,0.016817253590578386,20000
2,ResNet50,Height,IID,8,1,-0.099522648,0.043636798018509004,20000
4,ResNet50,Height,IID,2,0,-0.0033632229999999985,0.001056591011022822,20000
1,ResNet50,Ratio,ADV,8,3,0.2633087975,0.07603720937026813,20000
2,VGG19,Ratio,ADV,2,3,-5.1922500000002836e-05,0.00033946559389869113,20000
1,VGG19,Height,ADV,2,0,-0.005821928999999998,0.00092353906101201,20000
5,VGG19,Height,OOD,2,0,0.062717696,0.008838722850494128,20000
2,ResNet50,Ratio,COV,4,0,0.0053630235,0.0008881725024785706,20000
1,VGG19,Height,COV,16,3,0.0217710545,0.007020715427564422,20000
5,VGG19,Height,OOD,2,1,0.10489617600000001,0.019905511136063658,20000
1,VGG19,Height,COV,16,2,0.0006085579999999984,0.0034238144297621467,20000
2,ResNet50,Ratio,COV,4,1,0.0052009535,0.0004682961084612575,20000
2,ResNet50,Ratio,OOD,8,4,-0.4166505485,0.0679870246560465,20000
1,VGG19,Height,ADV,2,1,0.019726250499999997,0.001386910836108061,20000
2,VGG19,Ratio,ADV,2,2,0.0037070239999999976,0.00020292289434814073,20000
1,ResNet50,Ratio,ADV,8,2,0.144916339,0.02312900793471371,20000
4,ResNet50,Height,IID,2,1,0.008004389499999999,0.0036346455048225433,20000
5,ResNet50,Height,COV,8,4,0.005753819999999999,0.006048341331734162,20000
2,ResNet50,Height,IID,8,0,0.0121449285,0.012259159796844735,20000
3,VGG19,Height,ADV,4,0,-0.03217138299999999,0.007734942499562262,20000
5,ResNet50,Height,OOD,4,1,0.24944050049999997,0.08233899606482797,20000
5,ResNet50,Ratio,COV,16,1,0.047151759499999994,0.018576880167737404,20000
1,VGG19,Height,IID,16,3,-0.068584787,0.02170151110897,20000
1,VGG19,Ratio,ADV,8,4,-0.097808159,0.01722128259841053,20000
3,VGG19,Ratio,OOD,4,4,-0.368920975,0.07555996513085589,20000
3,VGG19,Height,IID,2,4,-0.009072587500000001,0.00045546653361652506,20000
3,VGG19,Ratio,COV,8,1,-0.005682491500000001,0.0007362265714060022,20000
4,VGG19,Height,ADV,8,3,-0.347495149,0.07627090124776964,20000
5,VGG19,Ratio,COV,4,0,-0.0012920609999999993,0.00027785356905073383,20000
5,ResNet50,Ratio,IID,16,0,-0.04076665349999999,0.033597117157573575,20000
4,ResNet50,Ratio,OOD,2,0,-0.035137614,0.005269000480290983,20000
3,ResNet50,Ratio,IID,2,3,-0.008869141000000002,0.0006552900420742205,20000
4,ResNet50,Ratio,ADV,16,3,-0.3861317825,0.04898655637856652,20000
1,VGG19,Height,IID,2,3,0.008045158999999998,9.599157409342351e-05,20000
4,ResNet50,Height,ADV,2,3,0.0010023759999999997,0.0024259529947443497,20000
2,VGG19,Height,COV,4,1,0.004009346999999998,0.0008333641625117158,20000
1,ResNet50,Ratio,IID,8,0,0.0035112760000000002,0.0009856475301883432,20000
2,VGG19,Ratio,IID,2,0,0.0035356095000000005,9.90109393054756e-05,20000
2,VGG19,Height,OOD,8,4,-0.030684310999999995,0.0638604922506682,20000
3,VGG19,Ratio,OOD,2,2,-0.056870406000000005,0.009040789018626056,20000
3,VGG19,Height,IID,4,2,-0.04361968250000001,0.015601980660427369,20000
2,ResNet50,Height,ADV,8,2,-0.2570999265,0.07144679680455954,20000
1,ResNet50,Ratio,IID,16,1,0.023593089000000005,0.03929726121403908,20000
1,ResNet50,Height,COV,16,2,-0.024038105,0.009553477779117952,20000
4,ResNet50,Ratio,COV,8,3,-0.0013232015000000023,0.0010749769299718977,20000
4,ResNet50,Height,ADV,16,3,-0.30879343049999997,0.06285161506633984,20000
5,VGG19,Height,COV,8,2,-0.030350903999999998,0.009023512701207773,20000
2,VGG19,Ratio,OOD,16,4,-0.49618892700000006,0.07134447668007217,20000
1,VGG19,Ratio,ADV,16,1,-0.0897822495,0.043222674619425513,20000
4,VGG19,Height,IID,8,1,-0.1139944195,0.04998359653605962,20000
5,VGG19,Height,COV,16,4,-0.025102162500000004,0.013641637847671065,20000
