BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,RunIndex,MeanDiff,VarianceDiff,TotalRows
3,VGG19,Ratio,ADV,8,4,-0.109830303,0.01634485773572499,20000
2,ResNet50,Height,OOD,2,4,0.08430465749999999,0.022694386850505375,20000
3,ResNet50,Height,IID,4,4,-0.012153600000000002,0.004776507537076852,20000
1,ResNet50,Height,IID,8,2,-0.0827944865,0.026727326012236974,20000
1,VGG19,Ratio,COV,8,1,-0.0025390265000000013,0.0005555844015673797,20000
1,VGG19,Ratio,OOD,4,4,-0.32259326149999995,0.056838741810078273,20000
2,ResNet50,Height,IID,16,0,0.0010111310000000015,0.01773506556908922,20000
5,ResNet50,Height,IID,16,4,0.08477957550000001,0.025952077331891386,20000
3,VGG19,Ratio,OOD,16,0,-0.29900626,0.061323386025683435,20000
5,ResNet50,Ratio,OOD,2,3,-0.07098835000000002,0.011361105495802177,20000
2,ResNet50,Ratio,IID,2,0,0.0033527715000000007,0.0004869487020688938,20000
4,VGG19,Height,OOD,4,3,0.054013238,0.019508172016276182,20000
4,VGG19,Ratio,COV,16,3,0.031576521999999996,0.017256771379272458,20000
3,ResNet50,Ratio,COV,4,2,-0.004214867500000002,0.001162347384021652,20000
4,ResNet50,Ratio,IID,8,4,0.014045503999999997,0.00574159436684434,20000
2,ResNet50,Height,COV,16,1,0.042605091,0.018601536894046426,20000
4,VGG19,Ratio,OOD,2,3,-0.055486911,0.006387154094292744,20000
2,ResNet50,Ratio,ADV,4,4,0.005217639499999998,0.002300211596182871,20000
5,VGG19,Ratio,IID,2,1,0.0014984304999999991,0.0002699824908762133,20000
1,ResNet50,Ratio,OOD,4,2,-0.1686737495,0.04383975086622941,20000
3,ResNet50,Height,ADV,2,0,-0.025268291,0.007118470050411791,20000
3,VGG19,Height,OOD,8,0,0.1109226045,0.05091843972302751,20000
5,ResNet50,Height,ADV,8,1,-0.203593926,0.06645426474986403,20000
4,VGG19,Ratio,IID,16,2,0.06142219300000001,0.01392404644381291,20000
1,VGG19,Height,COV,2,4,-0.0034340600000000022,0.00022715521977739077,20000
4,VGG19,Ratio,IID,16,3,0.0992383225,0.007370807725517238,20000
5,ResNet50,Height,ADV,8,0,-0.1187492045,0.041294239734448866,20000
3,VGG19,Height,OOD,8,1,0.162176801,0.04311615430442141,20000
3,ResNet50,Height,ADV,2,1,-0.0145499775,0.005903393678248411,20000
5,ResNet50,Height,COV,16,4,0.028583822999999994,0.020533184957792563,20000
1,ResNet50,Ratio,OOD,4,3,-0.215890461,0.04757630826584078,20000
3,VGG19,Height,COV,4,4,0.00012364299999999812,0.0011987999863778771,20000
5,VGG19,Ratio,IID,2,0,0.005676900500000001,0.00021326960809850572,20000
4,VGG19,Ratio,OOD,2,2,-0.055123402499999995,0.00934772555463564,20000
2,ResNet50,Height,COV,16,0,-0.028983378,0.019177482399429065,20000
4,ResNet50,Ratio,OOD,16,4,-0.49996931050000004,0.0704670993486468,20000
3,ResNet50,Ratio,COV,4,3,0.003588446499999998,0.0006808496657249236,20000
5,VGG19,Height,IID,8,4,-0.015399824000000001,0.012725367927815395,20000
4,VGG19,Ratio,COV,16,2,0.031444206999999995,0.022621456458024106,20000
4,VGG19,Height,OOD,4,2,0.044895127,0.02035945792269997,20000
3,VGG19,Ratio,OOD,16,1,-0.3829201875,0.05889920311659558,20000
2,ResNet50,Ratio,IID,2,1,-0.004424568000000001,0.000527290953731059,20000
5,VGG19,Ratio,ADV,4,4,-0.008788409500000002,0.001750229763293479,20000
5,ResNet50,Ratio,OOD,2,2,-0.0631708225,0.012330948517424457,20000
2,ResNet50,Height,IID,16,1,-0.1019684845,0.04040095631181373,20000
1,VGG19,Ratio,COV,8,0,0.0014021045000000008,0.0002866934243872984,20000
1,ResNet50,Height,IID,8,3,-0.021810603499999998,0.004888245904976061,20000
4,ResNet50,Height,OOD,8,4,0.14971074949999996,0.063009004371212,20000
4,ResNet50,Height,COV,4,1,0.002838785499999999,0.0016808543222161096,20000
2,VGG19,Height,ADV,2,3,-0.007550421,0.002011588858385672,20000
5,VGG19,Ratio,ADV,2,2,0.002179285499999998,0.0004894360106750221,20000
5,ResNet50,Ratio,OOD,4,4,-0.33618030350000006,0.05501010089448776,20000
5,ResNet50,Ratio,COV,8,1,-0.0097726535,0.0026121487856132263,20000
4,VGG19,Height,OOD,2,4,0.046851330499999996,0.007267357456307585,20000
2,VGG19,Ratio,ADV,16,3,-0.37540751550000007,0.051885533194891885,20000
1,VGG19,Ratio,OOD,2,3,-0.053995011999999995,0.0058232384065701895,20000
4,VGG19,Height,OOD,16,2,0.011788011499999999,0.07579115427088459,20000
2,ResNet50,Height,OOD,4,3,0.116596902,0.023537397692467012,20000
5,ResNet50,Height,IID,8,2,-0.1333718795,0.05228317727249619,20000
2,ResNet50,Ratio,COV,16,3,0.0524975205,0.028259226542844327,20000
3,VGG19,Height,OOD,16,1,0.0314074895,0.07579069423719417,20000
3,ResNet50,Height,IID,2,3,-0.0025715035000000003,0.0008789382967693234,20000
1,VGG19,Height,COV,4,3,0.007669307499999999,0.0007634572243266551,20000
1,ResNet50,Height,ADV,8,1,-0.1794617825,0.05949981274023462,20000
3,VGG19,Height,COV,2,2,-0.007371465000000001,0.0007506508659570675,20000
2,VGG19,Ratio,COV,4,0,-0.0009114259999999995,0.00025845526656985136,20000
2,VGG19,Height,IID,2,1,0.0179414275,0.002756252952774866,20000
3,ResNet50,Height,OOD,16,0,0.143857192,0.06550595007660931,20000
4,VGG19,Ratio,OOD,4,4,-0.365783018,0.07420906824135343,20000
4,VGG19,Ratio,COV,8,1,0.002620111999999999,0.0010525140236686426,20000
4,ResNet50,Height,OOD,16,4,0.16803341199999997,0.06297640008205259,20000
2,ResNet50,Ratio,ADV,2,3,0.00035196049999999747,0.0009681032965562744,20000
3,ResNet50,Ratio,ADV,16,1,-0.0931623215,0.05336266711316155,20000
2,ResNet50,Ratio,IID,16,2,0.23191354299999997,0.04882502991494261,20000
5,VGG19,Height,IID,2,2,-0.06594652200000001,0.024848709187212905,20000
5,ResNet50,Ratio,COV,4,1,0.0006839849999999992,0.0009978689675681476,20000
3,ResNet50,Height,COV,16,0,-0.0370459105,0.022891149795180803,20000
5,ResNet50,Ratio,OOD,8,4,-0.4193971450000001,0.0666308224833331,20000
4,VGG19,Height,COV,2,1,0.004209879499999998,0.00023559574223759266,20000
4,ResNet50,Height,OOD,2,2,0.0083487745,0.004374543456395957,20000
4,ResNet50,Height,COV,16,4,0.0475375615,0.014017742365377013,20000
3,VGG19,Ratio,ADV,2,3,0.003679315499999997,0.00035389091772234494,20000
5,ResNet50,Height,IID,4,2,-0.066659329,0.030641794091404252,20000
2,ResNet50,Height,OOD,8,3,0.18130325849999998,0.05603255033965417,20000
3,VGG19,Height,IID,16,0,-0.0012146754999999986,0.01253590226605794,20000
4,VGG19,Height,IID,16,3,-0.14216459399999998,0.05875391958332471,20000
1,ResNet50,Ratio,COV,2,0,0.0026573165000000004,0.00041183896408202985,20000
2,VGG19,Ratio,COV,8,0,-0.011442985999999997,0.0006546202530564598,20000
1,ResNet50,Height,ADV,4,1,-0.027171842000000005,0.016120927135533907,20000
1,VGG19,Height,COV,8,3,0.018898851,0.002280971283333987,20000
3,ResNet50,Height,IID,16,1,-0.1071467725,0.049223121639470284,20000
2,VGG19,Height,ADV,16,0,-0.07860863400000001,0.048398250191403494,20000
5,VGG19,Height,ADV,16,3,-0.393587997,0.06378973432189454,20000
5,VGG19,Ratio,ADV,16,0,0.181130802,0.03824690783405855,20000
3,ResNet50,Ratio,OOD,2,0,-0.048817246,0.008097254613146138,20000
4,ResNet50,Ratio,IID,2,3,-0.0024825995000000026,0.0008495730117481887,20000
4,VGG19,Height,COV,16,2,-0.07412154800000001,0.025327108005383986,20000
4,VGG19,Ratio,COV,4,1,-0.00023701450000000106,0.0002336003368286318,20000
2,ResNet50,Ratio,OOD,16,3,-0.3900418665,0.046639791758839144,20000
4,VGG19,Ratio,OOD,8,4,-0.41971126649999996,0.07684914221573233,20000
3,VGG19,Height,COV,16,1,0.0020128779999999983,0.01077425141860807,20000
2,VGG19,Ratio,OOD,2,3,-0.062501867,0.009272131014165026,20000
1,ResNet50,Ratio,OOD,8,3,-0.31766662050000005,0.04938115287089737,20000
4,VGG19,Ratio,OOD,16,2,-0.3673518735,0.07105883007350873,20000
3,VGG19,Height,COV,8,4,-0.0037819125000000016,0.002454791295602123,20000
3,VGG19,Ratio,COV,16,1,0.0161547255,0.01817259795398246,20000
5,ResNet50,Height,ADV,4,0,-0.019667116999999994,0.009685277910523872,20000
3,VGG19,Height,OOD,4,1,0.09211146,0.02501310626871175,20000
3,VGG19,Ratio,IID,2,1,7.946749999999913e-05,0.00013388327103499537,20000
1,VGG19,Height,OOD,2,0,0.035118896999999996,0.003236617306928723,20000
3,ResNet50,Ratio,COV,8,3,-0.007492234000000002,0.0011858832548219819,20000
5,VGG19,Height,ADV,2,0,-0.011137122499999999,0.004440639005455272,20000
3,VGG19,Ratio,IID,16,0,-0.0431739155,0.029665642689368128,20000
4,ResNet50,Ratio,ADV,2,1,-0.001565867500000001,0.0010103676847316842,20000
5,VGG19,Ratio,ADV,8,4,-0.12757838200000002,0.023348599657404993,20000
5,VGG19,Height,IID,4,4,-0.029884199,0.008369308045930666,20000
5,ResNet50,Height,OOD,16,4,0.286702165,0.07394203500412291,20000
4,VGG19,Height,OOD,8,2,0.025666976,0.039999526671229066,20000
4,ResNet50,Height,COV,8,1,0.00021394249999999869,0.009934891597141534,20000
5,ResNet50,Height,IID,2,4,-0.0021590360000000018,0.0016557137269070394,20000
4,ResNet50,Ratio,COV,16,4,-0.0289133435,0.030527610996135695,20000
1,ResNet50,Height,IID,4,3,-0.026979447,0.003479031402064285,20000
4,ResNet50,Height,OOD,4,4,0.014432085499999997,0.06253364689833024,20000
2,ResNet50,Height,OOD,16,0,0.16066809099999999,0.062213251840688134,20000
2,ResNet50,Height,COV,2,0,-0.0005912364999999987,0.0007755910568789087,20000
1,VGG19,Ratio,COV,4,0,0.0016000550000000004,0.00016148791868290767,20000
1,VGG19,Ratio,OOD,8,4,-0.41410813899999993,0.07218321113559346,20000
1,VGG19,Ratio,COV,4,1,0.001096353999999999,0.00018396694855411162,20000
3,ResNet50,Height,IID,8,4,-0.040377873999999994,0.020051590204640344,20000
1,ResNet50,Height,IID,4,2,-0.05261555250000001,0.015277314302479889,20000
2,ResNet50,Height,COV,2,1,0.0010648909999999986,0.001044872122734263,20000
2,ResNet50,Height,OOD,16,1,0.274334226,0.060751662164209214,20000
4,ResNet50,Height,COV,8,0,-0.0052092864999999985,0.006477327749413386,20000
3,VGG19,Ratio,ADV,4,4,-0.0023432655000000017,0.0006578901749602602,20000
4,VGG19,Height,OOD,8,3,0.047188043,0.05198829433600692,20000
3,VGG19,Ratio,IID,16,1,0.014941905,0.039108617934557804,20000
4,ResNet50,Ratio,ADV,2,0,0.027485967,0.0025011087075202873,20000
2,ResNet50,Ratio,ADV,8,4,-0.13668678599999998,0.03290431856169832,20000
5,VGG19,Height,ADV,2,1,-0.032412589,0.007830620786106428,20000
4,ResNet50,Ratio,IID,4,4,-2.474900000000222e-05,0.0012852038267683484,20000
4,ResNet50,Ratio,IID,16,4,0.07997224049999999,0.017298676411615647,20000
3,ResNet50,Ratio,COV,8,2,-0.005844748000000002,0.002426034632578141,20000
1,VGG19,Height,OOD,2,1,0.056940880000000006,0.008140448450488101,20000
1,VGG19,Height,ADV,16,4,0.0932993655,0.057671623539429236,20000
3,VGG19,Ratio,IID,2,0,0.003713353000000001,0.00012523137983638376,20000
3,VGG19,Height,OOD,4,0,0.1176852455,0.025061563753627412,20000
5,ResNet50,Height,ADV,4,1,-0.0706913255,0.04174285442905961,20000
3,VGG19,Ratio,COV,16,0,-0.007312089499999999,0.020896597607219444,20000
4,VGG19,Ratio,OOD,16,3,-0.37483461399999995,0.050772485543447925,20000
1,ResNet50,Ratio,OOD,8,2,-0.29751952299999995,0.0656033293357397,20000
2,VGG19,Ratio,OOD,2,2,-0.058353667,0.011878340501498151,20000
3,VGG19,Height,COV,16,0,-0.014402214999999998,0.013312107305949077,20000
2,ResNet50,Ratio,OOD,16,2,-0.3707216095,0.06776003955359249,20000
4,VGG19,Ratio,COV,4,0,0.0028136575,0.00023216321682853562,20000
4,VGG19,Height,COV,16,3,-0.04357374099999999,0.03156630455446277,20000
4,ResNet50,Ratio,IID,2,2,0.00044071399999999776,0.001032148558948153,20000
4,ResNet50,Height,IID,16,4,0.031555379999999994,0.015016694190995165,20000
3,ResNet50,Ratio,OOD,2,1,-0.09723532449999998,0.02279126329697955,20000
5,VGG19,Height,ADV,16,2,-0.241266774,0.060761561588352456,20000
5,VGG19,Ratio,ADV,16,1,-0.095520929,0.040781589210707785,20000
1,VGG19,Height,COV,8,2,0.013757875,0.0020238832566572195,20000
2,VGG19,Height,ADV,16,1,-0.2708425205,0.10441097527135546,20000
3,ResNet50,Height,IID,16,0,-0.015434708999999998,0.02390408279934508,20000
1,ResNet50,Height,ADV,4,0,-0.029674179,0.0058479082216370435,20000
2,VGG19,Ratio,OOD,4,4,-0.369166901,0.07696070759199593,20000
2,VGG19,Ratio,COV,8,1,-0.003910023000000001,0.0008902534661127748,20000
1,ResNet50,Ratio,COV,2,1,-0.0016118380000000006,0.0004225614602247693,20000
4,VGG19,Height,IID,16,2,-0.1675705095,0.07389399832288203,20000
3,VGG19,Height,IID,16,1,-0.090804134,0.037903427331956535,20000
2,VGG19,Height,ADV,8,4,-0.0263316195,0.03499918079762191,20000
2,ResNet50,Height,OOD,8,2,0.15186944000000002,0.051560185018297254,20000
5,ResNet50,Height,IID,4,3,-0.0171458715,0.010435948198670424,20000
3,VGG19,Ratio,ADV,2,2,0.005799705999999997,0.00037018628153764085,20000
4,ResNet50,Height,OOD,2,3,0.014023514,0.003385025002921953,20000
1,ResNet50,Height,ADV,16,4,0.091208284,0.06609961564222708,20000
1,ResNet50,Height,IID,2,4,-0.0019005790000000016,0.0006079975344814823,20000
3,ResNet50,Height,COV,16,1,-0.07080468700000002,0.037331524287636274,20000
4,VGG19,Height,COV,2,0,0.00039776600000000165,0.00029667962073027946,20000
5,VGG19,Height,IID,2,3,-0.006145225999999999,0.0003138166611519783,20000
5,ResNet50,Ratio,COV,4,0,0.004466327000000001,0.001127102266322384,20000
4,ResNet50,Ratio,ADV,4,4,-0.006319998500000003,0.002265536405285267,20000
2,ResNet50,Ratio,IID,8,4,0.011672017499999998,0.0047066268762985,20000
4,VGG19,Height,COV,2,2,0.0012879114999999979,0.0021051007816622514,20000
3,ResNet50,Height,COV,16,3,-0.0813290295,0.058484275497707516,20000
1,VGG19,Ratio,IID,16,4,0.03490902,0.007886922357547498,20000
5,ResNet50,Ratio,COV,4,2,-0.004760600500000003,0.0020359445955041686,20000
5,VGG19,Height,IID,2,1,0.0030622909999999995,0.0032020119948010708,20000
3,VGG19,Ratio,ADV,2,0,0.0075802215000000004,0.00028397316970442366,20000
2,ResNet50,Height,OOD,8,0,0.1696602675,0.05484794616682231,20000
5,ResNet50,Height,IID,4,1,-0.086815955,0.03658893027673154,20000
4,ResNet50,Height,OOD,2,1,0.036710599,0.011225211503246344,20000
4,VGG19,Height,IID,16,0,-0.024734449,0.02416479472741272,20000
3,VGG19,Height,IID,16,3,-0.12294616550000001,0.05228808272211782,20000
3,ResNet50,Height,ADV,8,4,-0.021698532,0.030183723251267575,20000
1,ResNet50,Height,ADV,4,2,-0.08376407200000001,0.019403110769997237,20000
3,VGG19,Height,OOD,2,4,0.05356213949999999,0.011456894474891247,20000
3,VGG19,Ratio,IID,4,4,-0.011274807000000003,0.0003849305070181045,20000
1,ResNet50,Ratio,COV,2,3,0.0014730639999999977,0.0003818686054721798,20000
2,VGG19,Ratio,COV,8,3,-0.0070677970000000015,0.0004140447641049937,20000
5,VGG19,Ratio,ADV,16,3,-0.36956527800000005,0.04773524240531306,20000
5,VGG19,Height,ADV,16,0,-0.08492862799999999,0.03874457443405923,20000
3,ResNet50,Height,IID,16,2,-0.1628424545,0.08068251453235693,20000
2,VGG19,Height,ADV,16,3,-0.3527790015,0.06356498386978163,20000
1,VGG19,Height,COV,8,0,0.006338257000000002,0.0018345361627000896,20000
1,ResNet50,Ratio,ADV,16,4,-0.1320312035,0.035020876209276956,20000
3,ResNet50,Ratio,OOD,2,3,-0.07076431200000001,0.013966749261619742,20000
4,ResNet50,Ratio,IID,2,0,0.005259704500000001,0.0006551585476550565,20000
3,VGG19,Height,COV,16,2,-0.0327516345,0.015616955330599964,20000
4,VGG19,Height,COV,16,1,-0.029763802000000002,0.020554898345852106,20000
2,ResNet50,Ratio,OOD,16,0,-0.2975779745,0.05496598926909601,20000
4,VGG19,Ratio,COV,4,2,0.0019139394999999975,0.000603356693099991,20000
3,VGG19,Ratio,COV,16,2,0.03125833199999999,0.024771899499312838,20000
5,ResNet50,Height,ADV,4,3,-0.0296936665,0.028219559859914645,20000
3,VGG19,Height,OOD,4,2,0.06776579899999999,0.02156384100626195,20000
3,VGG19,Ratio,IID,2,2,0.004744076499999997,0.00025794041677798865,20000
2,VGG19,Height,IID,8,4,0.031595023,0.006402025795289253,20000
2,VGG19,Ratio,OOD,2,0,-0.031517907000000005,0.004678737169687851,20000
1,ResNet50,Ratio,OOD,8,0,-0.24425345549999997,0.050007055999374404,20000
4,VGG19,Ratio,OOD,16,1,-0.3791352385,0.060526100822944434,20000
1,ResNet50,Height,ADV,2,4,-0.018920250500000003,0.0020310699592102047,20000
1,VGG19,Height,OOD,2,3,0.023332850999999998,0.0021312512350735563,20000
3,ResNet50,Ratio,COV,8,0,0.010498809500000001,0.001294714668701138,20000
4,VGG19,Ratio,COV,2,4,-0.009664383500000002,0.0003535031787588669,20000
5,VGG19,Height,ADV,2,3,-0.021559034499999997,0.0032954681485002145,20000
4,ResNet50,Ratio,ADV,2,2,0.008255968499999997,0.0014165227688804445,20000
3,VGG19,Ratio,IID,16,3,0.021969119999999995,0.0035986528596785717,20000
4,VGG19,Height,OOD,8,1,0.109004526,0.040072415837797214,20000
5,ResNet50,Ratio,COV,2,4,-0.008616209500000001,0.0014949925371139712,20000
4,VGG19,Height,COV,4,4,-0.009474124000000002,0.0027466733230587796,20000
2,ResNet50,Height,OOD,16,3,0.150236115,0.06387872802843825,20000
2,ResNet50,Height,COV,2,3,0.0013387779999999997,0.0006556977167325534,20000
1,ResNet50,Height,IID,4,0,-0.006412689999999998,0.001333825218214818,20000
4,ResNet50,Height,COV,8,2,-0.005715863000000002,0.008672845039717145,20000
1,VGG19,Ratio,COV,4,3,-0.007347433000000002,0.0001346826934751839,20000
1,VGG19,Ratio,COV,4,2,0.002906621499999998,0.00023146792321689964,20000
4,ResNet50,Height,COV,8,3,0.006640539999999999,0.006129140605488696,20000
2,ResNet50,Height,COV,2,2,-0.002074360500000002,0.0034545761933307047,20000
2,ResNet50,Height,OOD,16,2,0.1076305195,0.0643672562695789,20000
1,ResNet50,Height,IID,4,1,-0.0960472835,0.03500630604473787,20000
4,VGG19,Height,OOD,8,0,0.0571435365,0.05303155406505162,20000
4,ResNet50,Ratio,ADV,2,3,-0.0025687000000000028,0.0014288668833841748,20000
3,VGG19,Ratio,IID,16,2,-0.037451646,0.00575231902532195,20000
5,VGG19,Height,ADV,2,2,-0.116385882,0.05274451713567861,20000
3,ResNet50,Ratio,COV,8,1,-0.008425402500000002,0.002127232430179511,20000
3,ResNet50,Ratio,OOD,4,4,-0.35956867849999996,0.06847240065764189,20000
5,ResNet50,Ratio,ADV,16,4,-0.1362130095,0.0368041665375348,20000
1,VGG19,Height,OOD,2,2,0.010528115999999999,0.00412555633423725,20000
4,VGG19,Ratio,OOD,16,0,-0.2977321075,0.059620121330530094,20000
1,ResNet50,Ratio,OOD,8,1,-0.3145740165,0.0555117424453651,20000
2,VGG19,Ratio,OOD,2,1,-0.075661134,0.016212040887128375,20000
3,VGG19,Ratio,IID,2,3,-0.0018102505000000026,0.00016553735784014236,20000
3,VGG19,Height,OOD,4,3,0.080954829,0.016199216759188693,20000
5,ResNet50,Height,ADV,4,2,-0.1607364855,0.05491014897646228,20000
3,VGG19,Ratio,COV,16,3,0.031436905499999994,0.01976090478282823,20000
1,ResNet50,Ratio,COV,4,4,-0.009385095500000003,0.0008148329312174395,20000
5,VGG19,Ratio,IID,8,4,0.0004889594999999984,0.007184554967460732,20000
4,VGG19,Ratio,COV,4,3,-0.0024115030000000028,0.00029339424564327253,20000
2,ResNet50,Ratio,OOD,16,1,-0.38734065900000003,0.05795914837375437,20000
4,VGG19,Height,COV,16,0,-0.014278414999999997,0.015825156237199538,20000
3,VGG19,Height,COV,16,3,-0.0169101475,0.011882824414553994,20000
5,VGG19,Height,ADV,4,4,-0.019713398,0.011658864180622732,20000
4,ResNet50,Ratio,IID,2,1,-0.00012726000000000103,0.0008011179126880326,20000
3,ResNet50,Ratio,OOD,2,2,-0.0771794205,0.017689164823310385,20000
2,VGG19,Height,ADV,16,2,-0.298112286,0.09780743672076049,20000
3,ResNet50,Height,IID,16,3,-0.14963107949999999,0.057282573423501154,20000
1,VGG19,Height,COV,8,1,0.0207639205,0.0034381543662829793,20000
5,VGG19,Ratio,ADV,16,2,0.0648766075,0.028008749718791928,20000
1,VGG19,Ratio,COV,16,4,-0.023751128000000003,0.011613018546254999,20000
1,VGG19,Height,OOD,4,4,0.089214618,0.035024489143951086,20000
5,VGG19,Height,ADV,16,1,-0.21995413149999998,0.07170866315009326,20000
5,ResNet50,Height,ADV,2,4,0.005303954999999997,0.004895990279811973,20000
2,VGG19,Ratio,COV,8,2,-0.009559791500000003,0.0018227646936662082,20000
1,ResNet50,Ratio,COV,2,2,-0.007519441500000002,0.0005098167505806052,20000
1,ResNet50,Height,ADV,4,3,-0.0319024245,0.006672379805437098,20000
3,VGG19,Height,IID,16,2,-0.1685444105,0.07632959301785319,20000
4,VGG19,Height,IID,16,1,-0.096421606,0.05464574335783861,20000
1,VGG19,Ratio,COV,2,4,0.003110630999999998,0.00011337897065037146,20000
2,ResNet50,Height,COV,4,4,-0.0071376765000000005,0.0032336519951661107,20000
4,ResNet50,Height,OOD,2,0,0.018628144000000003,0.0054262500288767114,20000
5,ResNet50,Height,IID,4,0,-0.007574608999999998,0.0034547476015771854,20000
2,ResNet50,Height,OOD,8,1,0.129983017,0.04746496908510197,20000
3,VGG19,Ratio,ADV,2,1,0.007996544500000001,0.00014071407226813398,20000
5,ResNet50,Ratio,COV,4,3,0.0008613569999999964,0.001257255788297965,20000
5,VGG19,Height,IID,2,0,0.005789302000000001,0.00045944070872823493,20000
4,VGG19,Height,COV,2,3,-0.0076857010000000005,0.00030176274813600493,20000
3,ResNet50,Height,COV,16,2,-0.042101840499999994,0.028134390594107196,20000
5,ResNet50,Ratio,OOD,8,2,-0.316668547,0.06964998024054068,20000
2,ResNet50,Ratio,IID,8,1,0.005247755,0.0035264476167308286,20000
5,VGG19,Height,IID,2,4,-0.008483472,0.0007505849937548897,20000
1,VGG19,Ratio,IID,16,1,0.003532736999999999,0.03867527357285789,20000
4,ResNet50,Ratio,ADV,4,1,0.0146526295,0.003516750380219732,20000
1,VGG19,Ratio,COV,2,0,-0.003282105999999999,0.00015522487723862712,20000
2,VGG19,Height,ADV,8,3,-0.40287066800000004,0.08360091693039008,20000
4,ResNet50,Height,COV,16,2,0.016012562999999997,0.0241529609915705,20000
5,ResNet50,Height,IID,4,4,0.016656765999999996,0.003991592493705923,20000
1,ResNet50,Height,IID,2,3,-0.0056316645,0.0007315295314210134,20000
4,ResNet50,Height,OOD,2,4,0.041956837,0.014593301224366667,20000
1,ResNet50,Height,ADV,16,3,-0.22615801200000002,0.03828078438647725,20000
2,ResNet50,Height,COV,4,0,0.0029751120000000015,0.0008269077409145015,20000
1,VGG19,Height,OOD,4,0,0.10756600799999999,0.016926034428155334,20000
1,VGG19,Ratio,COV,16,0,-0.022577616499999998,0.010839729732450573,20000
2,VGG19,Ratio,OOD,4,3,-0.2563179735,0.06308143102428934,20000
3,ResNet50,Height,ADV,8,1,-0.22548593149999996,0.08278101209506739,20000
5,ResNet50,Height,ADV,2,0,-0.01622157,0.005053243632926712,20000
3,VGG19,Height,OOD,2,1,0.0469898085,0.007713120643280467,20000
3,VGG19,Ratio,IID,4,1,-0.0071664215000000015,0.00023187420643966126,20000
5,VGG19,Height,ADV,4,0,-0.029175546499999996,0.007261900266504609,20000
4,VGG19,Ratio,OOD,8,2,-0.3006812445,0.07491431628322077,20000
4,VGG19,Height,COV,16,4,-0.0170293635,0.01301893979030943,20000
5,VGG19,Ratio,IID,8,0,-0.005358244499999998,0.0030139599848124548,20000
1,ResNet50,Ratio,ADV,16,1,-0.085327447,0.04929161602893354,20000
4,ResNet50,Height,IID,16,3,-0.132157319,0.059856728727587884,20000
1,VGG19,Height,ADV,16,3,-0.29577292349999995,0.04650248868426242,20000
1,ResNet50,Ratio,COV,4,0,0.0021973900000000005,0.0008078620898123888,20000
2,VGG19,Height,IID,8,1,-0.1084389485,0.04920677495893714,20000
4,VGG19,Ratio,OOD,16,4,-0.48883066099999994,0.07072728294544046,20000
1,ResNet50,Height,ADV,2,1,0.005051783999999998,0.003031008322673495,20000
3,VGG19,Height,COV,8,2,-0.016894017,0.005349389424094951,20000
4,VGG19,Ratio,COV,2,1,0.001986494999999999,0.0001697514258662698,20000
2,ResNet50,Ratio,ADV,8,3,0.011250590999999999,0.04395372505300354,20000
5,ResNet50,Ratio,ADV,16,0,0.20304637699999997,0.04391070791159963,20000
3,ResNet50,Ratio,OOD,4,0,-0.1696449305,0.04252885760300504,20000
4,ResNet50,Ratio,IID,4,3,4.636249999999713e-05,0.0006069206566064212,20000
4,ResNet50,Ratio,IID,16,3,0.1729426445,0.017026266623532845,20000
5,VGG19,Height,IID,4,2,-0.073857481,0.03571669001916565,20000
4,VGG19,Height,OOD,8,4,0.05894982799999999,0.059548169751318325,20000
5,ResNet50,Height,OOD,16,2,0.10918534249999998,0.07946753504820496,20000
5,ResNet50,Ratio,COV,2,1,0.003963440499999999,0.0008386897533956273,20000
4,VGG19,Height,COV,4,1,-0.011038106,0.0012458910554855403,20000
5,VGG19,Ratio,ADV,8,2,0.0539413865,0.008739055637474485,20000
1,VGG19,Ratio,OOD,8,3,-0.32224575600000005,0.05569042577834731,20000
4,ResNet50,Ratio,COV,16,2,0.0138489885,0.029153613092096707,20000
4,ResNet50,Height,OOD,4,2,0.0278422485,0.027409189366677526,20000
3,ResNet50,Height,IID,8,3,-0.03267255050000001,0.006744115201430048,20000
3,VGG19,Ratio,ADV,4,3,0.034084843999999996,0.004225220028297091,20000
5,ResNet50,Height,IID,2,2,-0.0811714525,0.03306728700884578,20000
5,ResNet50,Height,IID,2,3,0.0036690054999999992,0.0012804819457032579,20000
3,VGG19,Ratio,ADV,4,2,-0.020637984,0.0026092123555935104,20000
3,ResNet50,Height,IID,8,2,-0.174884871,0.07677535030373829,20000
4,ResNet50,Height,OOD,4,3,0.0501307,0.030936925749547373,20000
4,ResNet50,Ratio,COV,16,3,0.036467689,0.02130442082674057,20000
1,ResNet50,Height,IID,4,4,-0.0234082985,0.00914175204365207,20000
1,VGG19,Ratio,OOD,8,2,-0.305207225,0.07372656685144188,20000
5,VGG19,Ratio,ADV,8,3,-0.014545054500000003,0.030279975902522356,20000
4,VGG19,Height,COV,4,0,0.00034239650000000165,0.0005284708905363138,20000
5,VGG19,Height,IID,4,3,-0.029410908,0.007257807948822956,20000
5,ResNet50,Ratio,COV,2,0,0.009688150000000001,0.0009624143465148292,20000
5,ResNet50,Height,OOD,16,3,0.2617707865,0.0633435740690499,20000
4,ResNet50,Ratio,IID,16,2,0.2112129015,0.04138469209217091,20000
