BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,RunIndex,TotalRows,MeanDiff,VarianceDiff,MaxDiff,MinDiff
4,ResNet50,Ratio,COV,16,4,20000,0.1377270615,0.012393942275624015,0.69135,2.0000000000020002e-05
1,ResNet50,Height,IID,4,3,20000,0.041014374000000006,0.002524695371076676,0.30779,0.0
4,ResNet50,Height,OOD,4,4,20000,0.20363132850000001,0.021274151068743512,0.61845,1.0000000000010001e-05
2,ResNet50,Height,OOD,16,0,20000,0.242436496,0.029250384570150684,0.7909499999999999,2.0000000000020002e-05
2,ResNet50,Height,COV,2,0,20000,0.0188256215,0.0004215188890081906,0.20379999999999998,0.0
1,VGG19,Ratio,COV,4,0,20000,0.009343982999999998,7.673383867764506e-05,0.15028999999999992,0.0
1,VGG19,Ratio,OOD,8,4,20000,0.414267111,0.0720515160805975,0.86026,0.0
1,VGG19,Ratio,COV,4,1,20000,0.010689913999999998,7.08890254238746e-05,0.10533000000000001,0.0
3,ResNet50,Height,IID,8,4,20000,0.09027824699999999,0.013531475026248237,0.63839,0.0
1,ResNet50,Height,IID,4,2,20000,0.06887215149999999,0.013302238661339113,0.54328,0.0
2,ResNet50,Height,COV,2,1,20000,0.023066771,0.0005139036427856916,0.18821,0.0
2,ResNet50,Height,OOD,16,1,20000,0.29779985800000003,0.04732550298644902,0.8548100000000001,1.0000000000065512e-05
4,ResNet50,Height,COV,8,0,20000,0.04916968850000001,0.004086686616008769,0.45923,0.0
3,VGG19,Ratio,ADV,4,4,20000,0.0187941015,0.00031014542973418233,0.23939,0.0
4,VGG19,Height,OOD,8,3,20000,0.18918752599999997,0.018421407399829396,0.54773,0.0
3,VGG19,Ratio,IID,16,1,20000,0.159438453,0.013909998233568423,0.53649,0.0001100000000000545
4,ResNet50,Ratio,ADV,2,0,20000,0.038987418,0.0017365300982081847,0.49959000000000003,0.0
2,ResNet50,Ratio,ADV,8,4,20000,0.18688881599999999,0.016659354234609784,0.5266500000000001,0.00017000000000000348
5,VGG19,Height,ADV,2,1,20000,0.049955104,0.006385612045701443,0.48551,0.0
4,ResNet50,Ratio,IID,4,4,20000,0.021181734,0.00083651614965073,0.36256,0.0
4,ResNet50,Ratio,IID,16,4,20000,0.11674032250000001,0.010065571109536459,0.78982,1.0000000000010001e-05
3,ResNet50,Ratio,COV,8,2,20000,0.026467039,0.0017596582395144672,0.6557200000000001,0.0
1,VGG19,Height,OOD,2,1,20000,0.06635286700000001,0.006979951281684367,0.34146,0.0
1,VGG19,Height,ADV,16,4,20000,0.21950313849999997,0.018192793389274244,0.6144499999999999,0.0
3,VGG19,Ratio,IID,2,0,20000,0.009099413999999998,5.6217584505829846e-05,0.10046,0.0
3,VGG19,Height,OOD,4,0,20000,0.14434630550000002,0.018075175531112125,0.6072299999999999,0.0
5,ResNet50,Height,ADV,4,1,20000,0.1333223385,0.028964633075830182,0.80628,1.0000000000010001e-05
3,VGG19,Ratio,COV,16,0,20000,0.10286950649999999,0.010367402432763113,0.9053199999999999,0.0
4,VGG19,Ratio,OOD,16,3,20000,0.37483461399999995,0.050772485543447925,0.80098,0.07838
1,ResNet50,Ratio,OOD,8,2,20000,0.29773689699999994,0.06547392959671067,0.83372,0.0
2,VGG19,Ratio,OOD,2,2,20000,0.06268048999999999,0.01135462094122704,0.49779,0.0
3,VGG19,Height,COV,16,0,20000,0.0742113,0.00801194904725231,0.43404,0.0
2,ResNet50,Ratio,OOD,16,2,20000,0.37083660350000003,0.06767476054449591,0.87839,0.0
4,VGG19,Ratio,COV,4,0,20000,0.0084739045,0.00016826963320153677,0.27885000000000004,0.0
4,VGG19,Height,COV,16,3,20000,0.12552451999999997,0.017707877416610465,0.68093,0.0
4,ResNet50,Ratio,IID,2,2,20000,0.020140728,0.0006266735896594973,0.7267,0.0
4,ResNet50,Height,IID,16,4,20000,0.08751418300000001,0.008353370805612808,0.58074,0.0
3,ResNet50,Ratio,OOD,2,1,20000,0.1023742575,0.021765431737345523,0.68241,0.0
5,VGG19,Height,ADV,16,2,20000,0.249471537,0.05673496872193357,0.80836,0.0
5,VGG19,Ratio,ADV,16,1,20000,0.172792355,0.02004760244194609,0.53864,0.00934999999999997
1,VGG19,Height,COV,8,2,20000,0.030359193,0.0012914451596567368,0.28166,0.0
2,VGG19,Height,ADV,16,1,20000,0.3104611955,0.08137934068912986,1.00536,4.999999999999449e-05
3,ResNet50,Height,IID,16,0,20000,0.114730038,0.010978685151896091,0.54489,0.0
1,ResNet50,Height,ADV,4,0,20000,0.04954295499999999,0.004273882029519438,0.39188,0.0
2,VGG19,Ratio,OOD,4,4,20000,0.369989775,0.07635244436822772,0.86714,0.0
2,VGG19,Ratio,COV,8,1,20000,0.014441619,0.0006969717225449641,0.38351,0.0
1,ResNet50,Ratio,COV,2,1,20000,0.015993919000000002,0.00016934137598023942,0.20523000000000002,0.0
4,VGG19,Height,IID,16,2,20000,0.19377652150000002,0.06442406019542457,0.903,0.0
3,VGG19,Height,IID,16,1,20000,0.115181854,0.03288170750657828,0.68958,0.0
2,VGG19,Height,ADV,8,4,20000,0.12967154949999998,0.018877018125250347,0.61422,0.0
2,ResNet50,Height,OOD,8,2,20000,0.21986166499999998,0.026284096283201885,0.7464599999999999,1.0000000000065512e-05
5,ResNet50,Height,IID,4,3,20000,0.058826672499999996,0.0072691933730013964,0.49395999999999995,0.0
3,VGG19,Ratio,ADV,2,2,20000,0.014869805,0.00018270239629178923,0.15813999999999995,0.0
4,ResNet50,Height,OOD,2,3,20000,0.041548704,0.0018553126581332877,0.33862000000000003,0.0
1,ResNet50,Height,ADV,16,4,20000,0.23495049599999998,0.019214486885368233,0.67382,2.0000000000020002e-05
1,ResNet50,Height,IID,2,4,20000,0.019170657,0.00024407744920081347,0.1849599999999999,0.0
3,ResNet50,Height,COV,16,1,20000,0.143656728,0.021706791252486573,0.68923,9.99999999995449e-06
4,VGG19,Height,COV,2,0,20000,0.011950475,0.00015401685265700786,0.17757,0.0
5,VGG19,Height,IID,2,3,20000,0.012151012,0.00020392787667969145,0.14898,0.0
5,ResNet50,Ratio,COV,4,0,20000,0.019146759,0.0007804346296074049,0.41181,0.0
4,ResNet50,Ratio,ADV,4,4,20000,0.0357927845,0.001024293301906658,0.36522,0.0
2,ResNet50,Ratio,IID,8,4,20000,0.0419046275,0.003086784070764784,0.37759,0.0
4,VGG19,Height,COV,2,2,20000,0.0273350955,0.0013595147723995031,0.41247,0.0
3,ResNet50,Height,COV,16,3,20000,0.1850040175,0.03087081937317341,0.7963199999999999,0.0
1,VGG19,Ratio,IID,16,4,20000,0.061539924999999995,0.005318271233346006,0.32447000000000004,9.99999999995449e-06
5,ResNet50,Ratio,COV,4,2,20000,0.0258454225,0.0013905897806805242,0.57145,0.0
5,VGG19,Height,IID,2,1,20000,0.031498512,0.0022191842213669225,0.42282,0.0
3,VGG19,Ratio,ADV,2,0,20000,0.0144197185,0.0001334971222718713,0.15596,0.0
2,ResNet50,Height,OOD,8,0,20000,0.23185558150000002,0.029874293179640805,0.76842,5.999999999994898e-05
5,ResNet50,Height,IID,4,1,20000,0.111877241,0.03160917427772186,0.73071,0.0
4,ResNet50,Height,OOD,2,1,20000,0.07704775299999998,0.006636293893955726,0.46165,0.0
4,VGG19,Height,IID,16,0,20000,0.113504481,0.011892706883274788,0.5904,1.999999999996449e-05
3,VGG19,Height,IID,16,3,20000,0.1519701295,0.04430852309504287,0.8060299999999999,0.0
3,ResNet50,Height,ADV,8,4,20000,0.129381295,0.01391421657101143,0.66042,3.0000000000030003e-05
1,ResNet50,Height,ADV,4,2,20000,0.09652882,0.017101602362005662,0.5951799999999999,0.0
3,VGG19,Height,OOD,2,4,20000,0.0814992745,0.007683476847801083,0.42211000000000004,9.99999999995449e-06
3,VGG19,Ratio,IID,4,4,20000,0.017681502000000005,0.00019940699075353602,0.14898,0.0
1,ResNet50,Ratio,COV,2,3,20000,0.014828242,0.00016415087632325342,0.19974999999999998,0.0
2,VGG19,Ratio,COV,8,3,20000,0.013846335,0.00027227043688961576,0.22753,0.0
5,VGG19,Ratio,ADV,16,3,20000,0.36956527800000005,0.04773524240531306,0.7600899999999999,0.09434000000000001
5,VGG19,Height,ADV,16,0,20000,0.13493398099999998,0.02774971731665773,0.7402500000000001,0.0
3,ResNet50,Height,IID,16,2,20000,0.21190712949999999,0.06229462859271489,1.15293,1.0000000000010001e-05
2,VGG19,Height,ADV,16,3,20000,0.35303855349999996,0.0633817783514702,1.0182799999999999,7.999999999999674e-05
1,VGG19,Height,COV,8,0,20000,0.026323754,0.00118173699988748,0.26442999999999994,0.0
1,ResNet50,Ratio,ADV,16,4,20000,0.1942700445,0.01471124923555487,0.63751,0.00029000000000001247
3,ResNet50,Ratio,OOD,2,3,20000,0.07743885399999999,0.012977511543733845,0.52965,0.0
4,ResNet50,Ratio,IID,2,0,20000,0.0172971485,0.00038361811582974,0.32045,0.0
3,VGG19,Height,COV,16,2,20000,0.0914580715,0.00832468143682771,0.40142,0.0
4,VGG19,Height,COV,16,1,20000,0.09513441399999999,0.012389817274170215,0.5569599999999999,9.99999999995449e-06
2,ResNet50,Ratio,OOD,16,0,20000,0.2977425785,0.05486799222493784,0.79024,0.0
4,VGG19,Ratio,COV,4,2,20000,0.0149341275,0.00038398072452497465,0.45976,0.0
3,VGG19,Ratio,COV,16,2,20000,0.132213877,0.008267648334805599,0.46567000000000003,9.99999999995449e-06
5,ResNet50,Height,ADV,4,3,20000,0.1105204145,0.016885944988132617,0.6867,0.0
3,VGG19,Height,OOD,4,2,20000,0.11444075299999999,0.013058933327779366,0.56888,0.0
3,VGG19,Ratio,IID,2,2,20000,0.0113619005,0.0001513485660514047,0.26647,0.0
2,VGG19,Height,IID,8,4,20000,0.045400806,0.005338984936167125,0.4222,0.0
2,VGG19,Ratio,OOD,2,0,20000,0.036184889,0.004362753640229696,0.39794,0.0
1,ResNet50,Ratio,OOD,8,0,20000,0.24542873049999997,0.049431515991222946,0.7604,0.0
4,VGG19,Ratio,OOD,16,1,20000,0.37916314649999994,0.06050493717343369,0.91805,0.0
1,ResNet50,Height,ADV,2,4,20000,0.0344656155,0.0012011256891856315,0.22573,0.0
1,VGG19,Height,OOD,2,3,20000,0.032855568,0.0015961580676007523,0.2303,0.0
3,ResNet50,Ratio,COV,8,0,20000,0.0266307185,0.0006957145517863504,0.46395999999999993,0.0
4,VGG19,Ratio,COV,2,4,20000,0.0142629535,0.0002434661427989782,0.29555,0.0
5,VGG19,Height,ADV,2,3,20000,0.0299843345,0.002861178087161456,0.40767999999999993,0.0
4,ResNet50,Ratio,ADV,2,2,20000,0.023448746500000003,0.0009348159869930922,0.47670999999999997,0.0
3,VGG19,Ratio,IID,16,3,20000,0.050379946,0.0015430533543148001,0.26653,0.0
4,VGG19,Height,OOD,8,1,20000,0.17196745,0.022380714081691632,0.58338,0.0
5,ResNet50,Ratio,COV,2,4,20000,0.0272225635,0.000828130296638297,0.27747999999999995,0.0
4,VGG19,Height,COV,4,4,20000,0.022043966,0.002350476101755943,0.29454,0.0
2,ResNet50,Height,OOD,16,3,20000,0.238658948,0.029489805372131712,0.76571,7.999999999996898e-05
2,ResNet50,Height,COV,2,3,20000,0.019297995,0.0002850589003049893,0.13129999999999997,0.0
1,ResNet50,Height,IID,4,0,20000,0.027038389,0.0006438388322162855,0.19203000000000003,0.0
4,ResNet50,Height,COV,8,2,20000,0.06346007999999999,0.004678134640425637,0.39353000000000005,1.0000000000010001e-05
1,VGG19,Ratio,COV,4,3,20000,0.010284103000000001,8.290210162047263e-05,0.21552000000000004,0.0
1,VGG19,Ratio,COV,4,2,20000,0.009504028499999997,0.00014958571992218224,0.31264000000000003,0.0
4,ResNet50,Height,COV,8,3,20000,0.048174626,0.0038523289461574323,0.39973000000000003,0.0
2,ResNet50,Height,COV,2,2,20000,0.0370231335,0.0020880984267675306,0.33730000000000004,0.0
2,ResNet50,Height,OOD,16,2,20000,0.2272355695,0.024313578267528824,0.82492,0.0
1,ResNet50,Height,IID,4,1,20000,0.11241805650000002,0.03159339663975973,0.72932,9.99999999995449e-06
4,VGG19,Height,OOD,8,0,20000,0.19196865550000003,0.01944329372128334,0.58743,0.0
4,ResNet50,Ratio,ADV,2,3,20000,0.024122439000000002,0.0008535442736349665,0.41669,0.0
3,VGG19,Ratio,IID,16,2,20000,0.06386731700000002,0.0030757768055417974,0.31782999999999995,0.0
5,VGG19,Height,ADV,2,2,20000,0.13051242500000002,0.04925652318551862,0.77146,0.0
3,ResNet50,Ratio,COV,8,1,20000,0.0290286605,0.0013555181213267963,0.47017000000000003,0.0
3,ResNet50,Ratio,OOD,4,4,20000,0.3607204865,0.06764272435126606,0.84109,0.0
5,ResNet50,Ratio,ADV,16,4,20000,0.19871507549999998,0.01586942252641069,0.6734,0.0
1,VGG19,Height,OOD,2,2,20000,0.038864851,0.0027258509322243903,0.31013,0.0
4,VGG19,Ratio,OOD,16,0,20000,0.2978305765,0.05956147393622945,0.8262200000000001,0.0
1,ResNet50,Ratio,OOD,8,1,20000,0.3149956805,0.05524626229464134,0.8722799999999999,0.0
2,VGG19,Ratio,OOD,2,1,20000,0.078154538,0.01582849709811146,0.55731,0.0
3,VGG19,Ratio,IID,2,3,20000,0.009711041499999998,7.450548610458338e-05,0.1271,0.0
3,VGG19,Height,OOD,4,3,20000,0.102470148,0.012252572534254727,0.58687,0.0
5,ResNet50,Height,ADV,4,2,20000,0.1823813645,0.047483033274686934,1.5334400000000001,0.0
3,VGG19,Ratio,COV,16,3,20000,0.1184465385,0.006718949229834556,0.43664000000000003,1.0000000000065512e-05
1,ResNet50,Ratio,COV,4,4,20000,0.021244284500000002,0.0004515751619561614,0.19839000000000007,0.0
5,VGG19,Ratio,IID,8,4,20000,0.0525055085,0.004427827789650874,0.41735000000000005,0.0
4,VGG19,Ratio,COV,4,3,20000,0.010434541,0.00019032479300896702,0.35028000000000004,0.0
2,ResNet50,Ratio,OOD,16,1,20000,0.38739537,0.05791675967143673,0.89819,0.0
4,VGG19,Height,COV,16,0,20000,0.080981529,0.009470703610302666,0.49276999999999993,0.0
3,VGG19,Height,COV,16,3,20000,0.0721931675,0.0069566777620100224,0.4083199999999999,9.99999999995449e-06
5,VGG19,Height,ADV,4,4,20000,0.06927515499999999,0.007248214608576437,0.48061999999999994,0.0
4,ResNet50,Ratio,IID,2,1,20000,0.02054823,0.0003788832399290938,0.33873000000000003,0.0
3,ResNet50,Ratio,OOD,2,2,20000,0.0839657915,0.01659551894751088,0.63181,0.0
2,VGG19,Height,ADV,16,2,20000,0.31075942500000003,0.09010656651506535,0.9495399999999999,0.0
3,ResNet50,Height,IID,16,3,20000,0.1683014915,0.05134634452326634,0.9499599999999999,9.99999999995449e-06
1,VGG19,Height,COV,8,1,20000,0.0343533355,0.002689105648401881,0.30338,0.0
5,VGG19,Ratio,ADV,16,2,20000,0.1451671225,0.011143387196444924,0.42724000000000006,0.0
1,VGG19,Ratio,COV,16,4,20000,0.078410806,0.006028600909075749,0.43412,0.0
1,VGG19,Height,OOD,4,4,20000,0.16409749299999998,0.016054801515570715,0.6041799999999999,9.99999999995449e-06
5,VGG19,Height,ADV,16,1,20000,0.23806642650000004,0.06341244487661879,0.85502,6.0000000000004494e-05
5,ResNet50,Height,ADV,2,4,20000,0.036781837000000005,0.0035711524434676105,0.40268999999999994,0.0
2,VGG19,Ratio,COV,8,2,20000,0.014563702500000003,0.0017020468407885447,0.74199,0.0
1,ResNet50,Ratio,COV,2,2,20000,0.016883903500000002,0.0002812811268740298,0.22948000000000002,0.0
1,ResNet50,Height,ADV,4,3,20000,0.0590931865,0.004198016085505479,0.39596,0.0
3,VGG19,Height,IID,16,2,20000,0.1914256875,0.06809260564442919,0.90985,0.0
4,VGG19,Height,IID,16,1,20000,0.145415339,0.0427966561906145,0.84359,0.0
1,VGG19,Ratio,COV,2,4,20000,0.008737625,4.6705571557952735e-05,0.10192999999999997,0.0
2,ResNet50,Height,COV,4,4,20000,0.029640257500000003,0.0024060121743274057,0.35747000000000007,0.0
4,ResNet50,Height,OOD,2,0,20000,0.047866082,0.0034819987591672486,0.74248,0.0
5,ResNet50,Height,IID,4,0,20000,0.034589854999999996,0.002315607277142841,0.44293,0.0
2,ResNet50,Height,OOD,8,1,20000,0.19938366400000002,0.024605565353272765,0.7579499999999999,2.999999999997449e-05
3,VGG19,Ratio,ADV,2,1,20000,0.0110294165,8.300788256865565e-05,0.10609000000000002,0.0
5,ResNet50,Ratio,COV,4,3,20000,0.023024562000000002,0.0007278407981380666,0.34178,0.0
5,VGG19,Height,IID,2,0,20000,0.014680874,0.0002774195639143177,0.13034999999999997,0.0
4,VGG19,Height,COV,2,3,20000,0.013841184999999999,0.00016924772004177704,0.1672499999999999,0.0
3,ResNet50,Height,COV,16,2,20000,0.1257426975,0.014095027624869727,0.56599,1.0000000000010001e-05
5,ResNet50,Ratio,OOD,8,2,20000,0.31687683000000005,0.06951801691061675,0.85425,0.0
2,ResNet50,Ratio,IID,8,1,20000,0.04701033699999999,0.0013439056373182902,0.32983000000000007,9.99999999995449e-06
5,VGG19,Height,IID,2,4,20000,0.016554631,0.0005484883785527706,0.19050999999999996,0.0
1,VGG19,Ratio,IID,16,1,20000,0.158827236,0.013460402164598572,0.52792,4.0000000000040004e-05
4,ResNet50,Ratio,ADV,4,1,20000,0.0421247935,0.0019568737102328804,0.43521999999999994,0.0
1,VGG19,Ratio,COV,2,0,20000,0.009205493,8.125229703180173e-05,0.15713,0.0
2,VGG19,Height,ADV,8,3,20000,0.403057089,0.08345066755953406,1.14562,4.000000000001225e-05
4,ResNet50,Height,COV,16,2,20000,0.115861374,0.01098484677452089,0.54755,0.0
5,ResNet50,Height,IID,4,4,20000,0.033546839999999994,0.0031436074740480995,0.38136000000000003,9.99999999995449e-06
1,ResNet50,Height,IID,2,3,20000,0.021625221499999996,0.00029557317371962,0.1385,0.0
4,ResNet50,Height,OOD,2,4,20000,0.09203613100000001,0.007882692455523617,0.57854,0.0
1,ResNet50,Height,ADV,16,3,20000,0.23389028700000003,0.034723386555435526,0.8617699999999999,1.9999999999992246e-05
2,ResNet50,Height,COV,4,0,20000,0.020372498000000003,0.00042070004718235875,0.17954000000000003,0.0
1,VGG19,Height,OOD,4,0,20000,0.120164139,0.01405691674771616,0.50406,0.0
1,VGG19,Ratio,COV,16,0,20000,0.0663525965,0.006946616781332272,0.77011,0.0
2,VGG19,Ratio,OOD,4,3,20000,0.2563223325,0.06307919631346046,0.7763800000000001,1.9999999999992246e-05
3,ResNet50,Height,ADV,8,1,20000,0.2756747595,0.05762708667783606,1.0225,9.999999999982245e-06
5,ResNet50,Height,ADV,2,0,20000,0.040747697,0.003655938290120673,0.38194000000000006,0.0
3,VGG19,Height,OOD,2,1,20000,0.0607173045,0.00623449774925674,0.38495,0.0
3,VGG19,Ratio,IID,4,1,20000,0.012946617500000002,0.00011561108570797985,0.08628000000000002,0.0
5,VGG19,Height,ADV,4,0,20000,0.0427696795,0.006283818391451816,0.44543,0.0
4,VGG19,Ratio,OOD,8,2,20000,0.3008800095,0.07479474098180419,0.8811100000000001,9.999999999996123e-06
4,VGG19,Height,COV,16,4,20000,0.0730206425,0.007976672667055594,0.5081399999999999,0.0
5,VGG19,Ratio,IID,8,0,20000,0.0180485785,0.0027169047303008545,0.55346,0.0
1,ResNet50,Ratio,ADV,16,1,20000,0.19078859499999998,0.020170645209856505,0.59457,0.028829999999999967
4,ResNet50,Height,IID,16,3,20000,0.161980389,0.051084200645860646,0.9902,0.0
1,VGG19,Height,ADV,16,3,20000,0.29588825750000003,0.046434246621509974,0.84359,8.000000000001062e-05
1,ResNet50,Ratio,COV,4,0,20000,0.021504583,0.000350220640548137,0.2758299999999999,0.0
2,VGG19,Height,IID,8,1,20000,0.12090916850000001,0.046346610475137794,0.80411,0.0
4,VGG19,Ratio,OOD,16,4,20000,0.48883066099999994,0.07072728294544046,0.88559,0.0013400000000000079
1,ResNet50,Height,ADV,2,1,20000,0.035399271999999996,0.0018033590036602022,0.27215,0.0
3,VGG19,Height,COV,8,2,20000,0.046580336,0.003464975311912687,0.30831,0.0
4,VGG19,Ratio,COV,2,1,20000,0.009200485000000001,8.904462867620963e-05,0.22062000000000004,0.0
2,ResNet50,Ratio,ADV,8,3,20000,0.165003334,0.01685284557576307,1.16236,2.0000000000020002e-05
5,ResNet50,Ratio,ADV,16,0,20000,0.24303982000000002,0.026069292948045036,0.81084,1.0000000000065512e-05
3,ResNet50,Ratio,OOD,4,0,20000,0.17202466249999998,0.04171573488298051,0.7750699999999999,0.0
4,ResNet50,Ratio,IID,4,3,20000,0.0169319915,0.00032021613470566433,0.31216999999999995,0.0
4,ResNet50,Ratio,IID,16,3,20000,0.1767639485,0.0156898646007744,0.66371,8.999999999992347e-05
5,VGG19,Height,IID,4,2,20000,0.09727831199999999,0.03170834711611669,0.7481,0.0
4,VGG19,Height,OOD,8,4,20000,0.20324873699999998,0.021711311037516685,0.6129100000000001,0.0
5,ResNet50,Height,OOD,16,2,20000,0.24773898749999998,0.030011895355537617,0.76249,9.99999999995449e-06
5,ResNet50,Ratio,COV,2,1,20000,0.021513010500000002,0.0003915666370637447,0.31923999999999997,0.0
4,VGG19,Height,COV,4,1,20000,0.022700973,0.0008523769887027073,0.23404999999999998,0.0
5,VGG19,Ratio,ADV,8,2,20000,0.0712364605,0.006573987257029778,0.48028000000000004,0.0
1,VGG19,Ratio,OOD,8,3,20000,0.32224575600000005,0.05569042577834731,0.7753,0.03270000000000001
4,ResNet50,Ratio,COV,16,2,20000,0.13377115850000001,0.011449799537459754,0.54539,0.0
4,ResNet50,Height,OOD,4,2,20000,0.12569443449999998,0.01238453807137376,0.67981,0.0
3,ResNet50,Height,IID,8,3,20000,0.0527194525,0.005032184489169667,0.38247,0.0
3,VGG19,Ratio,ADV,4,3,20000,0.053046063000000004,0.0025730292094604903,0.33275999999999994,0.0
5,ResNet50,Height,IID,2,2,20000,0.0982678595,0.029999366103048333,0.7198100000000001,0.0
5,ResNet50,Height,IID,2,3,20000,0.0240235335,0.0007167852003993973,0.26798999999999995,0.0
3,VGG19,Ratio,ADV,4,2,20000,0.034541528,0.0018419832211462703,0.24880000000000002,0.0
3,ResNet50,Height,IID,8,2,20000,0.212613565,0.06215480935936853,1.26048,0.0
4,ResNet50,Height,OOD,4,3,20000,0.135297463,0.015143819682497811,0.6432899999999999,9.99999999995449e-06
4,ResNet50,Ratio,COV,16,3,20000,0.12165478400000002,0.007833753164271559,0.54449,0.0
1,ResNet50,Height,IID,4,4,20000,0.0477240335,0.007412030622736978,0.5317799999999999,0.0
1,VGG19,Ratio,OOD,8,2,20000,0.30543032900000006,0.07359032435847009,0.8698999999999999,0.0
5,VGG19,Ratio,ADV,8,3,20000,0.1289478885,0.013863155723312795,0.82952,0.0
4,VGG19,Height,COV,4,0,20000,0.014437016500000002,0.00032015026444694845,0.18072999999999995,0.0
5,VGG19,Height,IID,4,3,20000,0.044003169,0.006186477009617932,0.43900999999999996,0.0
5,ResNet50,Ratio,COV,2,0,20000,0.022596908,0.0005456335067348671,0.27180000000000004,0.0
5,ResNet50,Height,OOD,16,3,20000,0.3068273605,0.03772320856420641,0.73072,7.00000000000145e-05
4,ResNet50,Ratio,IID,16,2,20000,0.2349097495,0.03081246283060398,0.68488,0.0
3,ResNet50,Ratio,COV,8,4,20000,0.034577288,0.001716884594854796,0.31235,0.0
5,ResNet50,Ratio,ADV,16,1,20000,0.19599849049999998,0.019762948327362584,0.56008,0.03370000000000001
4,ResNet50,Ratio,IID,4,2,20000,0.025466343,0.0008095429473937193,0.36125,0.0
3,ResNet50,Ratio,OOD,4,1,20000,0.26099876299999997,0.0585360473538274,0.87752,0.0
4,VGG19,Ratio,COV,2,0,20000,0.012510457499999999,0.00023179718084473554,0.26409000000000005,0.0
2,ResNet50,Ratio,ADV,8,2,20000,0.17589668349999998,0.02453480216884417,0.61922,0.0
1,ResNet50,Height,ADV,2,0,20000,0.0381029265,0.0028880625031557266,0.38089,0.0
2,VGG19,Ratio,OOD,2,4,20000,0.1363605,0.01845337161058042,0.51263,0.0
1,ResNet50,Ratio,OOD,8,4,20000,0.3947299095,0.06140415372813324,0.82864,0.0
3,VGG19,Height,COV,8,3,20000,0.0328859495,0.002881272071152014,0.33977999999999997,0.0
2,VGG19,Height,IID,8,0,20000,0.043357218999999995,0.002086937954963796,0.31492,0.0
1,ResNet50,Ratio,COV,4,1,20000,0.018058671499999998,0.0002202573658183769,0.15481,0.0
1,VGG19,Height,ADV,16,2,20000,0.129710365,0.02919251923275855,0.64288,0.0
4,ResNet50,Ratio,IID,2,4,20000,0.022509691499999998,0.0005980742902443405,0.32589,9.99999999995449e-06
4,ResNet50,Height,IID,16,2,20000,0.19319287599999999,0.056734415343955506,1.0889,2.0000000000020002e-05
1,ResNet50,Ratio,ADV,16,0,20000,0.5342961015000001,0.058228640426018004,0.8893,0.07001000000000002
2,ResNet50,Ratio,OOD,16,4,20000,0.5012910715,0.0693153792890811,0.87536,0.00021999999999999797
5,VGG19,Ratio,IID,8,1,20000,0.036190573499999996,0.0009487612892005658,0.2730600000000001,9.999999999996123e-06
4,VGG19,Ratio,OOD,8,3,20000,0.3234487345,0.0616492534943581,0.8043199999999999,0.018380000000000007
5,VGG19,Height,ADV,4,1,20000,0.1029241825,0.02925304240918218,0.74185,0.0
3,VGG19,Ratio,IID,4,0,20000,0.014508007,0.00024049910393314847,0.21345999999999998,0.0
3,VGG19,Height,OOD,2,0,20000,0.0418850085,0.0027300515970097652,0.30104,0.0
5,ResNet50,Height,ADV,2,1,20000,0.0572777765,0.005779431516236894,0.48546,0.0
3,ResNet50,Height,ADV,8,0,20000,0.15281771549999998,0.03219958628246005,0.83626,0.0
2,VGG19,Ratio,OOD,4,2,20000,0.2097972045,0.06882725409654558,0.85258,0.0
1,VGG19,Height,COV,8,4,20000,0.019237401999999997,0.0012723353644786084,0.23931000000000002,0.0
1,VGG19,Ratio,COV,16,1,20000,0.056986205500000005,0.00422631298436597,0.33114,0.0
5,VGG19,Height,ADV,16,4,20000,0.29191530150000006,0.02281488783656084,0.6242099999999999,9.99999999995449e-06
1,VGG19,Height,OOD,4,1,20000,0.131100251,0.018806481444089168,0.52708,0.0
1,ResNet50,Height,ADV,16,2,20000,0.23047376949999998,0.04858037319497575,0.98706,0.0
1,ResNet50,Height,IID,2,2,20000,0.0647946355,0.013413855500632189,0.53518,0.0
2,ResNet50,Height,COV,4,1,20000,0.0369831415,0.0015647226213270395,0.27339,0.0
4,ResNet50,Height,COV,16,3,20000,0.114710185,0.00992877346785917,0.58316,9.99999999995449e-06
2,VGG19,Height,ADV,8,2,20000,0.27433678899999997,0.08503722701126017,0.9615,9.99999999995449e-06
2,ResNet50,Height,OOD,8,4,20000,0.23735286099999997,0.030227320996954445,0.73157,0.0
3,VGG19,Ratio,ADV,2,4,20000,0.016766501999999996,0.00017553154298114506,0.15337,0.0
1,VGG19,Ratio,COV,2,1,20000,0.016158444000000004,0.00011034560274900181,0.14163000000000003,0.0
4,VGG19,Height,IID,16,4,20000,0.0809455835,0.00860409203632137,0.46812,9.99999999995449e-06
4,ResNet50,Ratio,ADV,4,0,20000,0.168135815,0.022826220354713628,0.62446,0.0
1,VGG19,Ratio,IID,16,0,20000,0.1316157165,0.01287781695960459,0.5729299999999999,1.0000000000010001e-05
2,ResNet50,Ratio,IID,8,0,20000,0.022729151,0.0019697956648924548,0.62927,0.0
5,ResNet50,Ratio,OOD,8,3,20000,0.3177907765,0.046847450833993734,0.73512,0.030659999999999993
1,VGG19,Ratio,IID,16,2,20000,0.2087667415,0.02817230490603234,0.54308,0.0
